transaction_id,ledger_entry_id,amount,ledger_status,created_at,settlement_date,reconciliation_status
TXN01368,LEDG_TXN01368,2499.0,POSTED,2026-08-31T11:31:06,2026-08-31,MATCHED
TXN01369,LEDG_TXN01369,4999.0,POSTED,2026-09-01T12:45:08,2026-09-01,MATCHED
TXN01370,LEDG_TXN01370,15000.0,POSTED,2026-09-02T12:35:27,2026-09-02,MATCHED
TXN01371,LEDG_TXN01371,1200.0,POSTED,2026-08-31T11:18:33,2026-08-31,MATCHED
TXN01372,LEDG_TXN01372,12000.0,POSTED,2026-09-01T10:22:03,2026-09-01,MATCHED
TXN01374,LEDG_TXN01374,4999.0,POSTED,2026-09-01T12:36:07,2026-09-01,MATCHED
TXN01375,LEDG_TXN01375,12000.0,POSTED,2026-09-03T10:04:31,2026-09-03,MATCHED
TXN01376,LEDG_TXN01376,8900.0,POSTED,2026-09-04T17:44:05,2026-09-04,MATCHED
TXN01377,LEDG_TXN01377,8900.0,POSTED,2026-09-02T11:30:10,2026-09-02,MATCHED
TXN01378,LEDG_TXN01378,6500.0,POSTED,2026-08-27T19:44:04,2026-08-27,MATCHED
TXN01379,LEDG_TXN01379,999.0,POSTED,2026-08-27T13:50:34,2026-08-27,MATCHED
TXN01380,LEDG_TXN01380,8900.0,POSTED,2026-08-29T16:12:19,2026-08-29,MATCHED
TXN01381,LEDG_TXN01381,6500.0,POSTED,2026-09-02T17:32:26,2026-09-02,MATCHED
TXN01382,LEDG_TXN01382,6500.0,POSTED,2026-09-03T20:06:22,2026-09-03,MATCHED
TXN01383,LEDG_TXN01383,250.0,POSTED,2026-08-29T12:11:00,2026-08-29,MATCHED
TXN01384,LEDG_TXN01384,3500.0,POSTED,2026-08-29T08:57:43,2026-08-29,MATCHED
TXN01385,LEDG_TXN01385,1200.0,POSTED,2026-09-01T09:52:48,2026-09-01,MATCHED
TXN01386,LEDG_TXN01386,15000.0,POSTED,2026-08-30T10:40:53,2026-08-30,MATCHED
TXN01387,LEDG_TXN01387,250.0,POSTED,2026-08-31T17:27:24,2026-08-31,MATCHED
TXN01388,LEDG_TXN01388,1500.0,POSTED,2026-09-02T09:23:31,2026-09-02,MATCHED
TXN01389,LEDG_TXN01389,3500.0,POSTED,2026-09-03T16:54:31,2026-09-03,MATCHED
TXN01390,LEDG_TXN01390,6500.0,POSTED,2026-09-04T19:27:44,2026-09-04,MATCHED
TXN01391,LEDG_TXN01391,499.0,POSTED,2026-08-29T12:51:54,2026-08-29,MATCHED
TXN01392,LEDG_TXN01392,999.0,POSTED,2026-09-03T18:08:46,2026-09-03,MATCHED
TXN01393,LEDG_TXN01393,1200.0,POSTED,2026-09-02T21:04:10,2026-09-02,MATCHED
TXN01394,LEDG_TXN01394,4999.0,POSTED,2026-08-29T14:47:23,2026-08-29,MATCHED
TXN01396,LEDG_TXN01396,1500.0,POSTED,2026-09-04T16:56:07,2026-09-04,MATCHED
TXN01397,LEDG_TXN01397,3500.0,POSTED,2026-09-01T19:07:41,2026-09-01,MATCHED
TXN01398,LEDG_TXN01398,1500.0,POSTED,2026-09-01T17:18:43,2026-09-01,MATCHED
TXN01399,LEDG_TXN01399,999.0,POSTED,2026-09-03T12:47:57,2026-09-03,MATCHED
TXN01400,LEDG_TXN01400,3500.0,POSTED,2026-08-31T10:08:43,2026-08-31,MATCHED
TXN01401,LEDG_TXN01401,1200.0,POSTED,2026-08-27T14:06:56,2026-08-27,MATCHED
TXN01402,LEDG_TXN01402,4999.0,POSTED,2026-08-29T18:24:35,2026-08-29,MATCHED
TXN01403,LEDG_TXN01403,1500.0,POSTED,2026-09-04T15:22:33,2026-09-04,MATCHED
TXN01404,LEDG_TXN01404,2499.0,POSTED,2026-09-04T11:08:53,2026-09-04,MATCHED
TXN01405,LEDG_TXN01405,4999.0,POSTED,2026-09-02T11:05:08,2026-09-02,MATCHED
TXN01406,LEDG_TXN01406,1200.0,POSTED,2026-08-27T15:53:48,2026-08-27,MATCHED
TXN01407,LEDG_TXN01407,6500.0,POSTED,2026-09-02T20:17:56,2026-09-02,MATCHED
TXN01408,LEDG_TXN01408,15000.0,POSTED,2026-08-29T12:14:15,2026-08-29,MATCHED
TXN01410,LEDG_TXN01410,2499.0,POSTED,2026-08-28T18:37:27,2026-08-28,MATCHED
TXN01411,LEDG_TXN01411,8900.0,POSTED,2026-08-27T17:28:18,2026-08-27,MATCHED
TXN01412,LEDG_TXN01412,2499.0,POSTED,2026-08-30T16:10:42,2026-08-30,MATCHED
TXN01413,LEDG_TXN01413,12000.0,POSTED,2026-09-03T15:21:01,2026-09-03,MATCHED
TXN01414,LEDG_TXN01414,1200.0,POSTED,2026-08-29T14:12:39,2026-08-29,MATCHED
TXN01415,LEDG_TXN01415,1200.0,POSTED,2026-08-28T13:25:11,2026-08-28,MATCHED
TXN01416,LEDG_TXN01416,3500.0,POSTED,2026-09-02T11:39:11,2026-09-02,MATCHED
TXN01417,LEDG_TXN01417,1500.0,POSTED,2026-08-31T15:23:10,2026-08-31,MATCHED
TXN01418,LEDG_TXN01418,15000.0,POSTED,2026-08-30T13:19:28,2026-08-30,MATCHED
TXN01419,LEDG_TXN01419,1500.0,POSTED,2026-08-27T11:23:39,2026-08-27,MATCHED
TXN01420,LEDG_TXN01420,1200.0,POSTED,2026-09-04T19:11:40,2026-09-04,MATCHED
TXN01421,LEDG_TXN01421,8900.0,POSTED,2026-09-02T20:18:48,2026-09-02,DISCREPANCY
TXN01422,LEDG_TXN01422,6500.0,POSTED,2026-09-03T08:46:26,2026-09-03,MATCHED
TXN01423,LEDG_TXN01423,4999.0,POSTED,2026-09-01T18:10:07,2026-09-01,MATCHED
TXN01424,LEDG_TXN01424,2499.0,POSTED,2026-09-01T12:25:52,2026-09-01,MATCHED
TXN01425,LEDG_TXN01425,5000.0,POSTED,2026-09-04T16:21:19,2026-09-04,MATCHED
TXN01426,LEDG_TXN01426,3500.0,POSTED,2026-09-02T17:29:04,2026-09-02,MATCHED
TXN01427,LEDG_TXN01427,3500.0,POSTED,2026-08-29T16:45:49,2026-08-29,MATCHED
TXN01428,LEDG_TXN01428,1200.0,POSTED,2026-08-27T10:53:28,2026-08-27,MATCHED
TXN01429,LEDG_TXN01429,22000.0,POSTED,2026-08-29T12:43:39,2026-08-29,MATCHED
TXN01430,LEDG_TXN01430,15000.0,POSTED,2026-08-31T18:17:07,2026-08-31,MATCHED
TXN01431,LEDG_TXN01431,250.0,POSTED,2026-09-02T19:49:39,2026-09-02,MATCHED
TXN01432,LEDG_TXN01432,1500.0,POSTED,2026-09-01T09:01:41,2026-09-01,MATCHED
TXN01433,LEDG_TXN01433,1500.0,POSTED,2026-08-30T15:47:10,2026-08-30,MATCHED
TXN01434,LEDG_TXN01434,2499.0,POSTED,2026-08-31T11:40:06,2026-08-31,MATCHED
TXN01435,LEDG_TXN01435,250.0,POSTED,2026-08-28T16:16:52,2026-08-28,MATCHED
TXN01436,LEDG_TXN01436,4999.0,POSTED,2026-09-02T19:18:19,2026-09-02,MATCHED
TXN01437,LEDG_TXN01437,250.0,POSTED,2026-08-30T19:53:36,2026-08-30,MATCHED
TXN01438,LEDG_TXN01438,2499.0,POSTED,2026-09-02T09:11:20,2026-09-02,MATCHED
TXN01439,LEDG_TXN01439,12000.0,POSTED,2026-09-03T12:04:07,2026-09-03,MATCHED
TXN01440,LEDG_TXN01440,999.0,POSTED,2026-09-01T18:04:26,2026-09-01,MATCHED
TXN01441,LEDG_TXN01441,8900.0,POSTED,2026-08-30T15:54:58,2026-08-30,MATCHED
TXN01442,LEDG_TXN01442,999.0,POSTED,2026-08-29T10:12:24,2026-08-29,MATCHED
TXN01443,LEDG_TXN01443,6500.0,POSTED,2026-09-04T11:19:44,2026-09-04,MATCHED
TXN01444,LEDG_TXN01444,8900.0,POSTED,2026-09-03T20:56:11,2026-09-03,MATCHED
TXN01445,LEDG_TXN01445,4999.0,POSTED,2026-08-30T16:37:07,2026-08-30,MATCHED
TXN01446,LEDG_TXN01446,499.0,POSTED,2026-08-28T11:48:18,2026-08-28,MATCHED
TXN01447,LEDG_TXN01447,999.0,POSTED,2026-08-31T15:10:41,2026-08-31,MATCHED
TXN01448,LEDG_TXN01448,6500.0,POSTED,2026-08-27T18:38:17,2026-08-27,MATCHED
TXN01449,LEDG_TXN01449,3500.0,POSTED,2026-09-01T16:17:04,2026-09-01,MATCHED
TXN01450,LEDG_TXN01450,6500.0,POSTED,2026-08-27T20:04:09,2026-08-27,MATCHED
TXN01451,LEDG_TXN01451,3500.0,POSTED,2026-08-31T18:27:25,2026-08-31,MATCHED
TXN01452,LEDG_TXN01452,8900.0,POSTED,2026-09-01T14:05:48,2026-09-01,MATCHED
TXN01453,LEDG_TXN01453,2499.0,POSTED,2026-08-28T15:38:30,2026-08-28,MATCHED
TXN01454,LEDG_TXN01454,15000.0,POSTED,2026-09-02T13:27:57,2026-09-02,MATCHED
TXN01455,LEDG_TXN01455,8900.0,POSTED,2026-08-27T15:54:28,2026-08-27,MATCHED
TXN01456,LEDG_TXN01456,1500.0,POSTED,2026-08-29T17:34:18,2026-08-29,MATCHED
TXN01457,LEDG_TXN01457,3500.0,POSTED,2026-09-01T18:47:43,2026-09-01,MATCHED
TXN01458,LEDG_TXN01458,4999.0,POSTED,2026-08-30T09:15:53,2026-08-30,MATCHED
TXN01459,LEDG_TXN01459,999.0,POSTED,2026-09-01T20:23:17,2026-09-01,MATCHED
TXN01460,LEDG_TXN01460,1500.0,POSTED,2026-08-28T19:56:49,2026-08-28,MATCHED
TXN01461,LEDG_TXN01461,1500.0,POSTED,2026-08-30T13:46:58,2026-08-30,MATCHED
TXN01462,LEDG_TXN01462,1200.0,POSTED,2026-08-30T14:46:13,2026-08-30,MATCHED
TXN01463,LEDG_TXN01463,15000.0,POSTED,2026-09-02T20:10:21,2026-09-02,MATCHED
TXN01464,LEDG_TXN01464,499.0,POSTED,2026-09-02T11:17:09,2026-09-02,MATCHED
TXN01465,LEDG_TXN01465,3500.0,POSTED,2026-08-31T17:27:54,2026-08-31,MATCHED
TXN01466,LEDG_TXN01466,6500.0,POSTED,2026-09-03T16:53:53,2026-09-03,MATCHED
TXN01467,LEDG_TXN01467,1200.0,POSTED,2026-08-30T20:59:28,2026-08-30,MATCHED
TXN01468,LEDG_TXN01468,250.0,POSTED,2026-09-01T14:28:16,2026-09-01,MATCHED
TXN01469,LEDG_TXN01469,12000.0,POSTED,2026-09-02T11:07:46,2026-09-02,MATCHED
TXN01470,LEDG_TXN01470,4999.0,POSTED,2026-08-30T16:28:50,2026-08-30,MATCHED
TXN01471,LEDG_TXN01471,250.0,POSTED,2026-08-29T20:24:24,2026-08-29,MATCHED
TXN01472,LEDG_TXN01472,1500.0,POSTED,2026-08-27T15:06:53,2026-08-27,MATCHED
TXN01473,LEDG_TXN01473,999.0,POSTED,2026-08-31T20:54:50,2026-08-31,MATCHED
TXN01474,LEDG_TXN01474,15000.0,POSTED,2026-08-31T16:18:42,2026-08-31,MATCHED
TXN01475,LEDG_TXN01475,4999.0,POSTED,2026-09-01T12:34:45,2026-09-01,MATCHED
TXN01476,LEDG_TXN01476,2499.0,POSTED,2026-09-03T11:18:31,2026-09-03,MATCHED
TXN01477,LEDG_TXN01477,3500.0,POSTED,2026-09-04T08:20:13,2026-09-04,MATCHED
TXN01478,LEDG_TXN01478,6500.0,POSTED,2026-09-01T14:56:59,2026-09-01,MATCHED
TXN01479,LEDG_TXN01479,12000.0,POSTED,2026-09-02T18:58:58,2026-09-02,MATCHED
TXN01480,LEDG_TXN01480,4999.0,POSTED,2026-09-04T15:23:47,2026-09-04,MATCHED
TXN01481,LEDG_TXN01481,1500.0,POSTED,2026-09-04T16:40:19,2026-09-04,MATCHED
TXN01482,LEDG_TXN01482,2499.0,POSTED,2026-09-02T17:36:36,2026-09-02,MATCHED
TXN01483,LEDG_TXN01483,2499.0,POSTED,2026-08-27T09:05:26,2026-08-27,MATCHED
TXN01484,LEDG_TXN01484,3500.0,POSTED,2026-09-01T17:32:31,2026-09-01,MATCHED
TXN01485,LEDG_TXN01485,1500.0,POSTED,2026-09-01T14:38:20,2026-09-01,MATCHED
TXN01486,LEDG_TXN01486,15000.0,POSTED,2026-09-01T15:32:42,2026-09-01,MATCHED
TXN01487,LEDG_TXN01487,2500.0,POSTED,2026-08-29T12:52:11,2026-08-29,MATCHED
TXN01488,LEDG_TXN01488,499.0,POSTED,2026-08-31T14:34:59,2026-08-31,MATCHED
TXN01489,LEDG_TXN01489,999.0,POSTED,2026-08-29T12:09:06,2026-08-29,MATCHED
TXN01490,LEDG_TXN01490,15000.0,POSTED,2026-09-04T18:50:48,2026-09-04,MATCHED
TXN01491,LEDG_TXN01491,15000.0,POSTED,2026-08-27T14:12:51,2026-08-27,MATCHED
TXN01492,LEDG_TXN01492,6500.0,POSTED,2026-08-27T10:50:38,2026-08-27,MATCHED
TXN01493,LEDG_TXN01493,4999.0,POSTED,2026-08-29T14:04:11,2026-08-29,MATCHED
TXN01494,LEDG_TXN01494,1200.0,POSTED,2026-09-02T14:06:33,2026-09-02,MATCHED
TXN01495,LEDG_TXN01495,499.0,POSTED,2026-09-04T11:16:49,2026-09-04,MATCHED
TXN01496,LEDG_TXN01496,1200.0,POSTED,2026-08-27T12:31:16,2026-08-27,MATCHED
TXN01497,LEDG_TXN01497,999.0,POSTED,2026-09-04T11:21:12,2026-09-04,MATCHED
TXN01498,LEDG_TXN01498,250.0,POSTED,2026-08-31T13:36:05,2026-08-31,MATCHED
TXN01499,LEDG_TXN01499,999.0,POSTED,2026-09-01T16:13:01,2026-09-01,MATCHED
TXN01500,LEDG_TXN01500,12000.0,POSTED,2026-09-02T11:06:43,2026-09-02,MATCHED
TXN01501,LEDG_TXN01501,250.0,POSTED,2026-08-29T19:29:22,2026-08-29,MATCHED
TXN01502,LEDG_TXN01502,499.0,POSTED,2026-09-03T13:44:16,2026-09-03,MATCHED
TXN01503,LEDG_TXN01503,2499.0,POSTED,2026-09-03T20:24:50,2026-09-03,MATCHED
TXN01504,LEDG_TXN01504,8900.0,POSTED,2026-09-03T16:30:04,2026-09-03,MATCHED
TXN01505,LEDG_TXN01505,499.0,POSTED,2026-08-27T11:24:23,2026-08-27,MATCHED
TXN01506,LEDG_TXN01506,2499.0,POSTED,2026-08-29T15:03:59,2026-08-29,MATCHED
TXN01507,LEDG_TXN01507,12000.0,POSTED,2026-09-02T10:11:02,2026-09-02,MATCHED
TXN01508,LEDG_TXN01508,1500.0,POSTED,2026-09-01T17:27:47,2026-09-01,MATCHED
TXN01509,LEDG_TXN01509,2499.0,POSTED,2026-08-31T13:47:10,2026-08-31,MATCHED
TXN01510,LEDG_TXN01510,1500.0,POSTED,2026-08-30T09:42:25,2026-08-30,MATCHED
TXN01511,LEDG_TXN01511,15000.0,POSTED,2026-08-28T20:44:26,2026-08-28,MATCHED
TXN01512,LEDG_TXN01512,1200.0,POSTED,2026-08-30T17:07:34,2026-08-30,MATCHED
TXN01513,LEDG_TXN01513,4999.0,POSTED,2026-09-04T14:45:02,2026-09-04,MATCHED
TXN01514,LEDG_TXN01514,15000.0,POSTED,2026-08-31T16:03:13,2026-08-31,MATCHED
TXN01515,LEDG_TXN01515,6500.0,POSTED,2026-09-02T20:40:05,2026-09-02,MATCHED
TXN01516,LEDG_TXN01516,250.0,POSTED,2026-08-30T12:54:30,2026-08-30,MATCHED
TXN01517,LEDG_TXN01517,15000.0,POSTED,2026-08-27T14:03:52,2026-08-27,MATCHED
TXN01518,LEDG_TXN01518,1500.0,POSTED,2026-08-28T13:09:52,2026-08-28,MATCHED
TXN01519,LEDG_TXN01519,999.0,POSTED,2026-08-28T10:56:19,2026-08-28,MATCHED
TXN01520,LEDG_TXN01520,499.0,POSTED,2026-09-04T21:04:27,2026-09-04,MATCHED
TXN01521,LEDG_TXN01521,8900.0,POSTED,2026-08-27T15:09:29,2026-08-27,MATCHED
TXN01522,LEDG_TXN01522,999.0,POSTED,2026-08-28T09:11:53,2026-08-28,MATCHED
TXN01523,LEDG_TXN01523,4999.0,POSTED,2026-08-30T16:01:27,2026-08-30,MATCHED
TXN01524,LEDG_TXN01524,2499.0,POSTED,2026-08-31T09:19:33,2026-08-31,MATCHED
TXN01526,LEDG_TXN01526,499.0,POSTED,2026-09-02T14:09:20,2026-09-02,MATCHED
TXN01527,LEDG_TXN01527,12000.0,POSTED,2026-09-02T19:50:04,2026-09-02,MATCHED
TXN01528,LEDG_TXN01528,15000.0,POSTED,2026-09-04T15:57:16,2026-09-04,MATCHED
TXN01529,LEDG_TXN01529,499.0,POSTED,2026-09-04T16:18:36,2026-09-04,MATCHED
TXN01530,LEDG_TXN01530,8900.0,POSTED,2026-09-02T14:09:24,2026-09-02,MATCHED
TXN01531,LEDG_TXN01531,4999.0,POSTED,2026-09-04T17:51:46,2026-09-04,MATCHED
TXN01532,LEDG_TXN01532,1500.0,POSTED,2026-09-03T09:00:29,2026-09-03,MATCHED
TXN01533,LEDG_TXN01533,3500.0,POSTED,2026-08-27T17:18:52,2026-08-27,MATCHED
TXN01534,LEDG_TXN01534,4999.0,POSTED,2026-08-31T12:00:04,2026-08-31,MATCHED
TXN01535,LEDG_TXN01535,15000.0,POSTED,2026-08-29T17:05:27,2026-08-29,MATCHED
TXN01536,LEDG_TXN01536,3500.0,POSTED,2026-09-04T17:00:10,2026-09-04,MATCHED
TXN01537,LEDG_TXN01537,499.0,POSTED,2026-09-01T12:44:47,2026-09-01,MATCHED
TXN01538,LEDG_TXN01538,499.0,POSTED,2026-08-27T13:02:03,2026-08-27,MATCHED
TXN01539,LEDG_TXN01539,4999.0,POSTED,2026-08-31T09:45:30,2026-08-31,MATCHED
TXN01540,LEDG_TXN01540,12000.0,POSTED,2026-08-31T14:03:01,2026-08-31,MATCHED
TXN01541,LEDG_TXN01541,499.0,POSTED,2026-08-31T21:10:10,2026-08-31,MATCHED
TXN01542,LEDG_TXN01542,1200.0,POSTED,2026-08-30T12:56:53,2026-08-30,MATCHED
TXN01543,LEDG_TXN01543,8900.0,POSTED,2026-08-30T13:19:17,2026-08-30,MATCHED
TXN01544,LEDG_TXN01544,3500.0,POSTED,2026-09-01T20:02:03,2026-09-01,MATCHED
TXN01545,LEDG_TXN01545,499.0,POSTED,2026-08-31T11:22:28,2026-08-31,MATCHED
TXN01546,LEDG_TXN01546,8900.0,POSTED,2026-09-04T13:13:54,2026-09-04,MATCHED
TXN01547,LEDG_TXN01547,4999.0,POSTED,2026-08-28T08:32:54,2026-08-28,MATCHED
TXN01548,LEDG_TXN01548,499.0,POSTED,2026-08-29T10:08:33,2026-08-29,MATCHED
TXN01549,LEDG_TXN01549,12000.0,POSTED,2026-09-03T12:05:16,2026-09-03,MATCHED
TXN01550,LEDG_TXN01550,12000.0,POSTED,2026-08-27T20:43:48,2026-08-27,MATCHED
TXN01551,LEDG_TXN01551,3500.0,POSTED,2026-08-27T12:41:24,2026-08-27,MATCHED
TXN01552,LEDG_TXN01552,2499.0,POSTED,2026-09-02T13:09:50,2026-09-02,MATCHED
TXN01553,LEDG_TXN01553,3500.0,POSTED,2026-08-31T19:28:56,2026-08-31,MATCHED
TXN01554,LEDG_TXN01554,1200.0,POSTED,2026-08-27T11:58:51,2026-08-27,MATCHED
TXN01555,LEDG_TXN01555,12000.0,POSTED,2026-08-31T18:16:56,2026-08-31,MATCHED
TXN01556,LEDG_TXN01556,2499.0,POSTED,2026-09-01T15:48:06,2026-09-01,MATCHED
TXN01557,LEDG_TXN01557,999.0,POSTED,2026-08-27T19:26:28,2026-08-27,MATCHED
TXN01558,LEDG_TXN01558,8900.0,POSTED,2026-09-03T14:47:38,2026-09-03,MATCHED
TXN01559,LEDG_TXN01559,12000.0,POSTED,2026-08-30T09:23:44,2026-08-30,MATCHED
TXN01560,LEDG_TXN01560,499.0,POSTED,2026-09-02T18:07:36,2026-09-02,MATCHED
TXN01561,LEDG_TXN01561,4999.0,POSTED,2026-09-02T18:40:29,2026-09-02,MATCHED
TXN01562,LEDG_TXN01562,499.0,POSTED,2026-09-01T17:23:23,2026-09-01,MATCHED
TXN01563,LEDG_TXN01563,499.0,POSTED,2026-09-03T16:20:18,2026-09-03,MATCHED
TXN01564,LEDG_TXN01564,999.0,POSTED,2026-08-27T17:23:48,2026-08-27,MATCHED
TXN01565,LEDG_TXN01565,250.0,POSTED,2026-08-30T15:32:07,2026-08-30,MATCHED
TXN01566,LEDG_TXN01566,1500.0,POSTED,2026-09-02T14:38:14,2026-09-02,MATCHED
TXN01567,LEDG_TXN01567,4999.0,POSTED,2026-08-27T11:53:05,2026-08-27,MATCHED
TXN01568,LEDG_TXN01568,999.0,POSTED,2026-08-29T13:29:32,2026-08-29,MATCHED
TXN01569,LEDG_TXN01569,999.0,POSTED,2026-08-27T16:31:06,2026-08-27,MATCHED
TXN01570,LEDG_TXN01570,15000.0,POSTED,2026-08-31T10:46:08,2026-08-31,MATCHED
TXN01571,LEDG_TXN01571,999.0,POSTED,2026-08-29T09:53:13,2026-08-29,MATCHED
TXN01572,LEDG_TXN01572,250.0,POSTED,2026-09-02T16:44:18,2026-09-02,MATCHED
TXN01574,LEDG_TXN01574,4999.0,POSTED,2026-08-28T08:51:05,2026-08-28,MATCHED
TXN01575,LEDG_TXN01575,15000.0,POSTED,2026-08-31T20:31:44,2026-08-31,MATCHED
TXN01576,LEDG_TXN01576,8900.0,POSTED,2026-08-29T08:54:12,2026-08-29,MATCHED
TXN01577,LEDG_TXN01577,499.0,POSTED,2026-08-29T14:36:17,2026-08-29,DISCREPANCY
TXN01578,LEDG_TXN01578,15000.0,POSTED,2026-09-01T20:58:36,2026-09-01,MATCHED
TXN01579,LEDG_TXN01579,6500.0,POSTED,2026-09-02T20:48:46,2026-09-02,MATCHED
TXN01580,LEDG_TXN01580,6500.0,POSTED,2026-08-27T16:53:39,2026-08-27,MATCHED
TXN01581,LEDG_TXN01581,1200.0,POSTED,2026-08-31T16:01:18,2026-08-31,MATCHED
TXN01582,LEDG_TXN01582,8900.0,POSTED,2026-08-30T19:40:59,2026-08-30,MATCHED
TXN01583,LEDG_TXN01583,250.0,POSTED,2026-09-03T19:12:47,2026-09-03,MATCHED
TXN01585,LEDG_TXN01585,1200.0,POSTED,2026-09-04T11:00:28,2026-09-04,MATCHED
TXN01586,LEDG_TXN01586,15000.0,POSTED,2026-09-01T19:33:28,2026-09-01,MATCHED
TXN01587,LEDG_TXN01587,2499.0,POSTED,2026-09-03T19:18:02,2026-09-03,MATCHED
TXN01588,LEDG_TXN01588,15000.0,POSTED,2026-08-30T10:08:53,2026-08-30,MATCHED
TXN01589,LEDG_TXN01589,3500.0,POSTED,2026-09-04T18:31:25,2026-09-04,MATCHED
TXN01590,LEDG_TXN01590,4999.0,POSTED,2026-09-02T09:43:20,2026-09-02,MATCHED
TXN01591,LEDG_TXN01591,12000.0,POSTED,2026-08-30T09:00:36,2026-08-30,MATCHED
TXN01592,LEDG_TXN01592,6500.0,POSTED,2026-09-04T10:06:15,2026-09-04,MATCHED
TXN01593,LEDG_TXN01593,999.0,POSTED,2026-09-03T09:15:43,2026-09-03,MATCHED
TXN01594,LEDG_TXN01594,1200.0,POSTED,2026-09-01T09:29:39,2026-09-01,MATCHED
TXN01595,LEDG_TXN01595,8900.0,POSTED,2026-08-28T20:02:18,2026-08-28,MATCHED
TXN01596,LEDG_TXN01596,1500.0,POSTED,2026-08-31T12:02:06,2026-08-31,MATCHED
TXN01597,LEDG_TXN01597,1500.0,POSTED,2026-08-30T12:14:02,2026-08-30,MATCHED
TXN01598,LEDG_TXN01598,12000.0,POSTED,2026-08-29T14:14:29,2026-08-29,MATCHED
TXN01599,LEDG_TXN01599,8900.0,POSTED,2026-08-30T20:18:34,2026-08-30,MATCHED
TXN01600,LEDG_TXN01600,1200.0,POSTED,2026-09-02T18:45:37,2026-09-02,MATCHED
TXN01602,LEDG_TXN01602,2499.0,POSTED,2026-08-27T11:19:53,2026-08-27,MATCHED
TXN01603,LEDG_TXN01603,12000.0,POSTED,2026-08-30T18:53:51,2026-08-30,MATCHED
TXN01604,LEDG_TXN01604,3500.0,POSTED,2026-08-30T18:15:07,2026-08-30,MATCHED
TXN01605,LEDG_TXN01605,4999.0,POSTED,2026-09-04T14:40:00,2026-09-04,MATCHED
TXN01606,LEDG_TXN01606,6500.0,POSTED,2026-08-28T20:27:15,2026-08-28,MATCHED
TXN01607,LEDG_TXN01607,1200.0,POSTED,2026-08-31T12:47:40,2026-08-31,MATCHED
TXN01608,LEDG_TXN01608,6500.0,POSTED,2026-08-27T19:44:47,2026-08-27,MATCHED
TXN01609,LEDG_TXN01609,3500.0,POSTED,2026-08-28T15:52:50,2026-08-28,MATCHED
TXN01610,LEDG_TXN01610,8900.0,POSTED,2026-09-02T17:24:38,2026-09-02,MATCHED
TXN01611,LEDG_TXN01611,1500.0,POSTED,2026-08-28T08:37:40,2026-08-28,MATCHED
TXN01612,LEDG_TXN01612,1500.0,POSTED,2026-08-29T18:47:34,2026-08-29,MATCHED
TXN01613,LEDG_TXN01613,12000.0,POSTED,2026-09-04T08:56:41,2026-09-04,MATCHED
TXN01614,LEDG_TXN01614,2499.0,POSTED,2026-08-28T08:57:31,2026-08-28,MATCHED
TXN01615,LEDG_TXN01615,4999.0,POSTED,2026-08-29T21:04:05,2026-08-29,MATCHED
TXN01616,LEDG_TXN01616,15000.0,POSTED,2026-09-02T19:01:52,2026-09-02,MATCHED
TXN01617,LEDG_TXN01617,8900.0,POSTED,2026-08-29T09:05:20,2026-08-29,MATCHED
TXN01618,LEDG_TXN01618,12000.0,POSTED,2026-09-01T19:41:08,2026-09-01,MATCHED
TXN01619,LEDG_TXN01619,6500.0,POSTED,2026-08-28T14:44:35,2026-08-28,MATCHED
TXN01620,LEDG_TXN01620,1500.0,POSTED,2026-08-28T15:19:40,2026-08-28,MATCHED
TXN01621,LEDG_TXN01621,1200.0,POSTED,2026-08-27T15:58:15,2026-08-27,MATCHED
TXN01622,LEDG_TXN01622,250.0,POSTED,2026-08-28T12:03:16,2026-08-28,MATCHED
TXN01623,LEDG_TXN01623,8900.0,POSTED,2026-09-03T19:13:32,2026-09-03,MATCHED
TXN01624,LEDG_TXN01624,8900.0,POSTED,2026-09-03T20:44:35,2026-09-03,MATCHED
TXN01625,LEDG_TXN01625,1500.0,POSTED,2026-09-03T12:42:24,2026-09-03,MATCHED
TXN01626,LEDG_TXN01626,999.0,POSTED,2026-09-04T20:29:23,2026-09-04,MATCHED
TXN01627,LEDG_TXN01627,999.0,POSTED,2026-08-27T17:05:58,2026-08-27,MATCHED
TXN01628,LEDG_TXN01628,4999.0,POSTED,2026-09-03T12:27:10,2026-09-03,MATCHED
TXN01629,LEDG_TXN01629,15000.0,POSTED,2026-08-30T09:07:16,2026-08-30,MATCHED
TXN01630,LEDG_TXN01630,2499.0,POSTED,2026-08-31T09:20:14,2026-08-31,MATCHED
TXN01631,LEDG_TXN01631,4999.0,POSTED,2026-08-27T08:37:13,2026-08-27,MATCHED
TXN01632,LEDG_TXN01632,1500.0,POSTED,2026-09-02T10:15:09,2026-09-02,MATCHED
TXN01633,LEDG_TXN01633,12000.0,POSTED,2026-08-30T11:50:37,2026-08-30,MATCHED
TXN01634,LEDG_TXN01634,2500.0,POSTED,2026-09-04T17:13:13,2026-09-04,MATCHED
TXN01635,LEDG_TXN01635,15000.0,POSTED,2026-08-27T19:20:53,2026-08-27,MATCHED
TXN01636,LEDG_TXN01636,6500.0,POSTED,2026-08-31T16:26:03,2026-08-31,MATCHED
TXN01637,LEDG_TXN01637,1200.0,POSTED,2026-09-01T08:23:02,2026-09-01,MATCHED
TXN01638,LEDG_TXN01638,15000.0,POSTED,2026-09-01T19:30:09,2026-09-01,MATCHED
