transaction_id,bank_reference,bank_name,amount,bank_status,received_at,expected_settlement_at,settled_at,response_code,response_message
TXN03476,BNK_KOT_TXN03476,KOTAK_BANK,1200.0,SETTLED,2026-09-04T08:18:07,2026-09-04T08:33:07,2026-09-04T08:27:07,SETTLED_OK,Bank response
TXN03477,BNK_SBI_TXN03477,SBI,2499.0,SETTLED,2026-08-28T11:23:25,2026-08-28T11:38:25,2026-08-28T11:32:25,SETTLED_OK,Bank response
TXN03478,BNK_ICI_TXN03478,ICICI_BANK,2499.0,SETTLED,2026-08-29T20:54:31,2026-08-29T21:09:31,2026-08-29T21:05:31,SETTLED_OK,Bank response
TXN03479,BNK_SBI_TXN03479,SBI,2499.0,SETTLED,2026-08-29T11:45:11,2026-08-29T12:00:11,2026-08-29T11:53:11,SETTLED_OK,Bank response
TXN03480,BNK_AXI_TXN03480,AXIS_BANK,6500.0,SETTLED,2026-08-30T19:03:12,2026-08-30T19:18:12,2026-08-30T19:13:12,SETTLED_OK,Bank response
TXN03482,BNK_KOT_TXN03482,KOTAK_BANK,2499.0,SETTLED,2026-08-27T19:13:53,2026-08-27T19:28:53,2026-08-27T19:25:53,SETTLED_OK,Bank response
TXN03483,BNK_SBI_TXN03483,SBI,3500.0,SETTLED,2026-08-29T14:03:44,2026-08-29T14:18:44,2026-08-29T14:15:44,SETTLED_OK,Bank response
TXN03484,BNK_KOT_TXN03484,KOTAK_BANK,4999.0,SETTLED,2026-09-04T11:25:40,2026-09-04T11:40:40,2026-09-04T11:34:40,SETTLED_OK,Bank response
TXN03486,BNK_SBI_TXN03486,SBI,2499.0,SETTLED,2026-09-03T15:23:36,2026-09-03T15:38:36,2026-09-03T15:32:36,SETTLED_OK,Bank response
TXN03487,BNK_KOT_TXN03487,KOTAK_BANK,3500.0,SETTLED,2026-08-29T14:32:58,2026-08-29T14:47:58,2026-08-29T14:43:58,SETTLED_OK,Bank response
TXN03488,BNK_HDF_TXN03488,HDFC_BANK,499.0,SETTLED,2026-08-30T10:10:09,2026-08-30T10:25:09,2026-08-30T10:17:09,SETTLED_OK,Bank response
TXN03489,BNK_SBI_TXN03489,SBI,15000.0,SETTLED,2026-08-30T09:20:53,2026-08-30T09:35:53,2026-08-30T09:30:53,SETTLED_OK,Bank response
TXN03490,BNK_AXI_TXN03490,AXIS_BANK,15000.0,SETTLED,2026-09-01T17:34:19,2026-09-01T17:49:19,2026-09-01T17:45:19,SETTLED_OK,Bank response
TXN03491,BNK_ICI_TXN03491,ICICI_BANK,1500.0,SETTLED,2026-09-02T10:25:09,2026-09-02T10:40:09,2026-09-02T10:36:09,SETTLED_OK,Bank response
TXN03492,BNK_ICI_TXN03492,ICICI_BANK,499.0,SETTLED,2026-08-30T10:05:54,2026-08-30T10:20:54,2026-08-30T10:13:54,SETTLED_OK,Bank response
TXN03493,BNK_AXI_TXN03493,AXIS_BANK,499.0,SETTLED,2026-09-04T19:18:12,2026-09-04T19:33:12,2026-09-04T19:26:12,SETTLED_OK,Bank response
TXN03494,BNK_KOT_TXN03494,KOTAK_BANK,250.0,SETTLED,2026-08-31T18:59:03,2026-08-31T19:14:03,2026-08-31T19:11:03,SETTLED_OK,Bank response
TXN03495,BNK_ICI_TXN03495,ICICI_BANK,499.0,SETTLED,2026-08-27T17:22:33,2026-08-27T17:37:33,2026-08-27T17:33:33,SETTLED_OK,Bank response
TXN03496,BNK_ICI_TXN03496,ICICI_BANK,999.0,SETTLED,2026-08-29T12:07:39,2026-08-29T12:22:39,2026-08-29T12:19:39,SETTLED_OK,Bank response
TXN03497,BNK_ICI_TXN03497,ICICI_BANK,1200.0,SETTLED,2026-09-02T12:17:46,2026-09-02T12:32:46,2026-09-02T12:31:46,SETTLED_OK,Bank response
TXN03498,BNK_HDF_TXN03498,HDFC_BANK,4999.0,SETTLED,2026-08-30T15:36:57,2026-08-30T15:51:57,2026-08-30T15:50:57,SETTLED_OK,Bank response
TXN03499,BNK_HDF_TXN03499,HDFC_BANK,1200.0,SETTLED,2026-08-31T20:39:41,2026-08-31T20:54:41,2026-08-31T20:49:41,SETTLED_OK,Bank response
TXN03500,BNK_ICI_TXN03500,ICICI_BANK,1500.0,SETTLED,2026-08-29T11:23:08,2026-08-29T11:38:08,2026-08-29T11:34:08,SETTLED_OK,Bank response
TXN03501,BNK_AXI_TXN03501,AXIS_BANK,2499.0,SETTLED,2026-08-30T09:04:27,2026-08-30T09:19:27,2026-08-30T09:11:27,SETTLED_OK,Bank response
TXN03502,BNK_ICI_TXN03502,ICICI_BANK,2499.0,SETTLED,2026-09-04T13:19:55,2026-09-04T13:34:55,2026-09-04T13:26:55,SETTLED_OK,Bank response
TXN03503,BNK_ICI_TXN03503,ICICI_BANK,1200.0,SETTLED,2026-09-04T08:57:48,2026-09-04T09:12:48,2026-09-04T09:33:40,BANK_TIMEOUT,Bank response
TXN03504,BNK_ICI_TXN03504,ICICI_BANK,8900.0,SETTLED,2026-08-30T17:41:45,2026-08-30T17:56:45,2026-08-30T17:54:45,SETTLED_OK,Bank response
TXN03505,BNK_SBI_TXN03505,SBI,3500.0,SETTLED,2026-08-28T15:46:34,2026-08-28T16:01:34,2026-08-28T15:57:34,SETTLED_OK,Bank response
TXN03506,BNK_HDF_TXN03506,HDFC_BANK,6500.0,SETTLED,2026-09-04T18:37:56,2026-09-04T18:52:56,2026-09-04T18:50:56,SETTLED_OK,Bank response
TXN03507,BNK_HDF_TXN03507,HDFC_BANK,499.0,SETTLED,2026-08-27T08:10:45,2026-08-27T08:25:45,2026-08-27T08:17:45,SETTLED_OK,Bank response
TXN03508,BNK_AXI_TXN03508,AXIS_BANK,1200.0,SETTLED,2026-08-30T15:14:38,2026-08-30T15:29:38,2026-08-30T15:28:38,SETTLED_OK,Bank response
TXN03509,BNK_KOT_TXN03509,KOTAK_BANK,3500.0,SETTLED,2026-09-01T14:29:26,2026-09-01T14:44:26,2026-09-01T14:39:26,SETTLED_OK,Bank response
TXN03510,BNK_HDF_TXN03510,HDFC_BANK,250.0,SETTLED,2026-09-03T10:59:33,2026-09-03T11:14:33,2026-09-03T11:09:33,SETTLED_OK,Bank response
TXN03511,BNK_SBI_TXN03511,SBI,3500.0,SETTLED,2026-09-04T11:52:06,2026-09-04T12:07:06,2026-09-04T12:05:06,SETTLED_OK,Bank response
TXN03512,BNK_SBI_TXN03512,SBI,250.0,SETTLED,2026-09-02T15:05:42,2026-09-02T15:20:42,2026-09-02T15:12:42,SETTLED_OK,Bank response
TXN03513,BNK_AXI_TXN03513,AXIS_BANK,6500.0,SETTLED,2026-08-27T17:00:28,2026-08-27T17:15:28,2026-08-27T17:07:28,SETTLED_OK,Bank response
TXN03514,BNK_SBI_TXN03514,SBI,999.0,SETTLED,2026-08-28T11:18:03,2026-08-28T11:33:03,2026-08-28T11:28:03,SETTLED_OK,Bank response
TXN03515,BNK_ICI_TXN03515,ICICI_BANK,6500.0,SETTLED,2026-09-01T10:24:07,2026-09-01T10:39:07,2026-09-01T10:36:07,SETTLED_OK,Bank response
TXN03516,BNK_KOT_TXN03516,KOTAK_BANK,1500.0,SETTLED,2026-09-03T16:04:21,2026-09-03T16:19:21,2026-09-03T16:17:21,SETTLED_OK,Bank response
TXN03517,BNK_SBI_TXN03517,SBI,250.0,SETTLED,2026-08-27T12:01:59,2026-08-27T12:16:59,2026-08-27T12:14:59,SETTLED_OK,Bank response
TXN03518,BNK_SBI_TXN03518,SBI,999.0,SETTLED,2026-09-02T18:19:17,2026-09-02T18:34:17,2026-09-02T18:29:17,SETTLED_OK,Bank response
TXN03519,BNK_ICI_TXN03519,ICICI_BANK,2499.0,SETTLED,2026-08-28T12:29:37,2026-08-28T12:44:37,2026-08-28T12:41:37,SETTLED_OK,Bank response
TXN03520,BNK_ICI_TXN03520,ICICI_BANK,999.0,SETTLED,2026-09-02T08:55:32,2026-09-02T09:10:32,2026-09-02T09:08:32,SETTLED_OK,Bank response
TXN03521,BNK_SBI_TXN03521,SBI,8900.0,SETTLED,2026-08-29T13:45:13,2026-08-29T14:00:13,2026-08-29T13:54:13,SETTLED_OK,Bank response
TXN03522,BNK_ICI_TXN03522,ICICI_BANK,6500.0,SETTLED,2026-08-29T20:53:37,2026-08-29T21:08:37,2026-08-29T21:06:37,SETTLED_OK,Bank response
TXN03523,BNK_KOT_TXN03523,KOTAK_BANK,3500.0,SETTLED,2026-09-03T10:10:38,2026-09-03T10:25:38,2026-09-03T10:22:38,SETTLED_OK,Bank response
TXN03524,BNK_HDF_TXN03524,HDFC_BANK,8900.0,SETTLED,2026-08-31T08:11:46,2026-08-31T08:26:46,2026-08-31T08:19:46,SETTLED_OK,Bank response
TXN03525,BNK_SBI_TXN03525,SBI,499.0,SETTLED,2026-09-03T18:22:03,2026-09-03T18:37:03,2026-09-03T18:33:03,SETTLED_OK,Bank response
TXN03526,BNK_AXI_TXN03526,AXIS_BANK,2499.0,SETTLED,2026-08-28T10:44:17,2026-08-28T10:59:17,2026-08-28T10:51:17,SETTLED_OK,Bank response
TXN03527,BNK_AXI_TXN03527,AXIS_BANK,1200.0,SETTLED,2026-08-31T12:59:31,2026-08-31T13:14:31,2026-08-31T13:06:31,SETTLED_OK,Bank response
TXN03528,BNK_ICI_TXN03528,ICICI_BANK,250.0,SETTLED,2026-09-04T09:32:22,2026-09-04T09:47:22,2026-09-04T09:43:22,SETTLED_OK,Bank response
TXN03529,BNK_HDF_TXN03529,HDFC_BANK,8900.0,SETTLED,2026-08-27T10:23:01,2026-08-27T10:38:01,2026-08-27T10:33:01,SETTLED_OK,Bank response
TXN03530,BNK_ICI_TXN03530,ICICI_BANK,8900.0,SETTLED,2026-08-27T09:23:50,2026-08-27T09:38:50,2026-08-27T09:33:50,SETTLED_OK,Bank response
TXN03531,BNK_SBI_TXN03531,SBI,3500.0,SETTLED,2026-08-27T10:27:49,2026-08-27T10:42:49,2026-08-27T10:37:49,SETTLED_OK,Bank response
TXN03532,BNK_KOT_TXN03532,KOTAK_BANK,1500.0,SETTLED,2026-09-03T11:42:45,2026-09-03T11:57:45,2026-09-03T11:51:45,SETTLED_OK,Bank response
TXN03533,BNK_SBI_TXN03533,SBI,4999.0,SETTLED,2026-08-30T19:25:37,2026-08-30T19:40:37,2026-08-30T19:35:37,SETTLED_OK,Bank response
TXN03534,BNK_ICI_TXN03534,ICICI_BANK,1500.0,SETTLED,2026-09-03T09:49:14,2026-09-03T10:04:14,2026-09-03T10:01:14,SETTLED_OK,Bank response
TXN03535,BNK_SBI_TXN03535,SBI,2499.0,SETTLED,2026-09-02T12:34:25,2026-09-02T12:49:25,2026-09-02T12:45:25,SETTLED_OK,Bank response
TXN03536,BNK_KOT_TXN03536,KOTAK_BANK,2499.0,SETTLED,2026-08-27T13:30:19,2026-08-27T13:45:19,2026-08-27T13:41:19,SETTLED_OK,Bank response
TXN03537,BNK_HDF_TXN03537,HDFC_BANK,1500.0,SETTLED,2026-08-30T08:44:40,2026-08-30T08:59:40,2026-08-30T08:57:40,SETTLED_OK,Bank response
TXN03538,BNK_HDF_TXN03538,HDFC_BANK,1500.0,SETTLED,2026-08-30T12:03:50,2026-08-30T12:18:50,2026-08-30T12:14:50,SETTLED_OK,Bank response
TXN03539,BNK_SBI_TXN03539,SBI,999.0,SETTLED,2026-09-03T09:27:03,2026-09-03T09:42:03,2026-09-03T09:38:03,SETTLED_OK,Bank response
TXN03540,BNK_KOT_TXN03540,KOTAK_BANK,250.0,SETTLED,2026-08-27T12:08:17,2026-08-27T12:23:17,2026-08-27T12:16:17,SETTLED_OK,Bank response
TXN03541,BNK_SBI_TXN03541,SBI,15000.0,SETTLED,2026-08-31T16:00:16,2026-08-31T16:15:16,2026-08-31T16:10:16,SETTLED_OK,Bank response
TXN03542,BNK_SBI_TXN03542,SBI,6500.0,SETTLED,2026-08-27T14:33:28,2026-08-27T14:48:28,2026-08-27T14:40:28,SETTLED_OK,Bank response
TXN03543,BNK_AXI_TXN03543,AXIS_BANK,999.0,SETTLED,2026-08-29T18:56:57,2026-08-29T19:11:57,2026-08-29T19:04:57,SETTLED_OK,Bank response
TXN03544,BNK_HDF_TXN03544,HDFC_BANK,1200.0,SETTLED,2026-08-27T19:15:51,2026-08-27T19:30:51,2026-08-27T19:27:51,SETTLED_OK,Bank response
TXN03545,BNK_HDF_TXN03545,HDFC_BANK,4999.0,SETTLED,2026-08-28T18:28:25,2026-08-28T18:43:25,2026-08-28T18:36:25,SETTLED_OK,Bank response
TXN03546,BNK_KOT_TXN03546,KOTAK_BANK,6500.0,SETTLED,2026-09-04T17:08:12,2026-09-04T17:23:12,2026-09-04T17:15:12,SETTLED_OK,Bank response
TXN03547,BNK_HDF_TXN03547,HDFC_BANK,1200.0,SETTLED,2026-08-28T19:04:40,2026-08-28T19:19:40,2026-08-28T19:13:40,SETTLED_OK,Bank response
TXN03548,BNK_AXI_TXN03548,AXIS_BANK,999.0,SETTLED,2026-09-01T14:34:32,2026-09-01T14:49:32,2026-09-01T14:43:32,SETTLED_OK,Bank response
TXN03549,BNK_HDF_TXN03549,HDFC_BANK,250.0,SETTLED,2026-08-29T20:07:18,2026-08-29T20:22:18,2026-08-29T20:16:18,SETTLED_OK,Bank response
TXN03550,BNK_KOT_TXN03550,KOTAK_BANK,4999.0,SETTLED,2026-08-28T10:48:13,2026-08-28T11:03:13,2026-08-28T10:57:13,SETTLED_OK,Bank response
TXN03551,BNK_KOT_TXN03551,KOTAK_BANK,15000.0,SETTLED,2026-08-29T11:05:19,2026-08-29T11:20:19,2026-08-29T11:18:19,SETTLED_OK,Bank response
TXN03552,BNK_HDF_TXN03552,HDFC_BANK,12000.0,SETTLED,2026-08-27T15:14:19,2026-08-27T15:29:19,2026-08-27T15:23:19,SETTLED_OK,Bank response
TXN03553,BNK_SBI_TXN03553,SBI,8900.0,SETTLED,2026-09-01T19:44:13,2026-09-01T19:59:13,2026-09-01T19:56:13,SETTLED_OK,Bank response
TXN03554,BNK_HDF_TXN03554,HDFC_BANK,6500.0,SETTLED,2026-08-28T11:24:57,2026-08-28T11:39:57,2026-08-28T11:33:57,SETTLED_OK,Bank response
TXN03555,BNK_HDF_TXN03555,HDFC_BANK,8900.0,SETTLED,2026-08-29T18:50:27,2026-08-29T19:05:27,2026-08-29T18:57:27,SETTLED_OK,Bank response
TXN03556,BNK_AXI_TXN03556,AXIS_BANK,999.0,SETTLED,2026-09-02T14:29:54,2026-09-02T14:44:54,2026-09-02T14:39:54,SETTLED_OK,Bank response
TXN03557,BNK_KOT_TXN03557,KOTAK_BANK,3500.0,SETTLED,2026-08-31T20:57:04,2026-08-31T21:12:04,2026-08-31T21:07:04,SETTLED_OK,Bank response
TXN03558,BNK_KOT_TXN03558,KOTAK_BANK,1200.0,SETTLED,2026-08-31T13:30:27,2026-08-31T13:45:27,2026-08-31T13:44:27,SETTLED_OK,Bank response
TXN03559,BNK_HDF_TXN03559,HDFC_BANK,6500.0,SETTLED,2026-08-28T18:45:48,2026-08-28T19:00:48,2026-08-28T18:58:48,SETTLED_OK,Bank response
TXN03560,BNK_AXI_TXN03560,AXIS_BANK,8900.0,SETTLED,2026-09-03T08:13:12,2026-09-03T08:28:12,2026-09-03T08:24:12,SETTLED_OK,Bank response
TXN03561,BNK_KOT_TXN03561,KOTAK_BANK,1200.0,SETTLED,2026-08-30T12:00:48,2026-08-30T12:15:48,2026-08-30T12:13:48,SETTLED_OK,Bank response
TXN03562,BNK_AXI_TXN03562,AXIS_BANK,250.0,SETTLED,2026-08-30T11:58:27,2026-08-30T12:13:27,2026-08-30T12:08:27,SETTLED_OK,Bank response
TXN03563,BNK_HDF_TXN03563,HDFC_BANK,999.0,SETTLED,2026-08-28T12:17:26,2026-08-28T12:32:26,2026-08-28T12:29:26,SETTLED_OK,Bank response
TXN03564,BNK_HDF_TXN03564,HDFC_BANK,12000.0,SETTLED,2026-08-31T19:34:33,2026-08-31T19:49:33,2026-08-31T19:47:33,SETTLED_OK,Bank response
TXN03565,BNK_KOT_TXN03565,KOTAK_BANK,999.0,SETTLED,2026-08-28T18:28:07,2026-08-28T18:43:07,2026-08-28T18:37:07,SETTLED_OK,Bank response
TXN03566,BNK_AXI_TXN03566,AXIS_BANK,499.0,SETTLED,2026-09-01T10:16:55,2026-09-01T10:31:55,2026-09-01T10:25:55,SETTLED_OK,Bank response
TXN03567,BNK_SBI_TXN03567,SBI,3500.0,SETTLED,2026-09-04T08:16:44,2026-09-04T08:31:44,2026-09-04T08:25:44,SETTLED_OK,Bank response
TXN03568,BNK_HDF_TXN03568,HDFC_BANK,6500.0,SETTLED,2026-08-28T10:25:36,2026-08-28T10:40:36,2026-08-28T10:38:36,SETTLED_OK,Bank response
TXN03569,BNK_SBI_TXN03569,SBI,499.0,SETTLED,2026-09-02T16:06:23,2026-09-02T16:21:23,2026-09-02T16:14:23,SETTLED_OK,Bank response
TXN03571,BNK_HDF_TXN03571,HDFC_BANK,12000.0,SETTLED,2026-09-03T16:51:05,2026-09-03T17:06:05,2026-09-03T17:00:05,SETTLED_OK,Bank response
TXN03572,BNK_HDF_TXN03572,HDFC_BANK,250.0,SETTLED,2026-09-04T09:19:35,2026-09-04T09:34:35,2026-09-04T09:30:35,SETTLED_OK,Bank response
TXN03573,BNK_KOT_TXN03573,KOTAK_BANK,8900.0,SETTLED,2026-09-01T16:11:26,2026-09-01T16:26:26,2026-09-01T16:25:26,SETTLED_OK,Bank response
TXN03574,BNK_ICI_TXN03574,ICICI_BANK,499.0,SETTLED,2026-08-29T13:29:02,2026-08-29T13:44:02,2026-08-29T13:37:02,SETTLED_OK,Bank response
TXN03575,BNK_AXI_TXN03575,AXIS_BANK,999.0,SETTLED,2026-08-29T14:37:39,2026-08-29T14:52:39,2026-08-29T14:47:39,SETTLED_OK,Bank response
TXN03576,BNK_AXI_TXN03576,AXIS_BANK,8900.0,SETTLED,2026-09-02T16:06:27,2026-09-02T16:21:27,2026-09-02T16:16:27,SETTLED_OK,Bank response
TXN03577,BNK_AXI_TXN03577,AXIS_BANK,12000.0,SETTLED,2026-08-28T13:06:33,2026-08-28T13:21:33,2026-08-28T13:20:33,SETTLED_OK,Bank response
TXN03578,BNK_HDF_TXN03578,HDFC_BANK,1200.0,SETTLED,2026-08-30T16:11:07,2026-08-30T16:26:07,2026-08-30T16:23:07,SETTLED_OK,Bank response
TXN03579,BNK_HDF_TXN03579,HDFC_BANK,1500.0,SETTLED,2026-09-03T19:15:30,2026-09-03T19:30:30,2026-09-03T19:22:30,SETTLED_OK,Bank response
TXN03580,BNK_KOT_TXN03580,KOTAK_BANK,8900.0,SETTLED,2026-08-28T10:51:49,2026-08-28T11:06:49,2026-08-28T11:05:49,SETTLED_OK,Bank response
TXN03581,BNK_HDF_TXN03581,HDFC_BANK,15000.0,SETTLED,2026-09-02T14:35:03,2026-09-02T14:50:03,2026-09-02T14:44:03,SETTLED_OK,Bank response
TXN03583,BNK_AXI_TXN03583,AXIS_BANK,250.0,SETTLED,2026-09-04T14:05:52,2026-09-04T14:20:52,2026-09-04T14:13:52,SETTLED_OK,Bank response
TXN03584,BNK_SBI_TXN03584,SBI,6500.0,SETTLED,2026-09-02T12:51:52,2026-09-02T13:06:52,2026-09-02T12:58:52,SETTLED_OK,Bank response
TXN03585,BNK_HDF_TXN03585,HDFC_BANK,7500.0,SETTLED,2026-09-02T15:16:05,2026-09-02T15:31:05,2026-09-02T16:20:19,BANK_TIMEOUT,Settlement delayed by BANK_TIMEOUT
TXN03586,BNK_AXI_TXN03586,AXIS_BANK,1500.0,SETTLED,2026-09-04T17:09:27,2026-09-04T17:24:27,2026-09-04T17:18:27,SETTLED_OK,Bank response
TXN03587,BNK_ICI_TXN03587,ICICI_BANK,999.0,SETTLED,2026-08-28T15:49:46,2026-08-28T16:04:46,2026-08-28T15:57:46,SETTLED_OK,Bank response
TXN03588,BNK_AXI_TXN03588,AXIS_BANK,449.1,SETTLED,2026-08-30T08:46:51,2026-08-30T09:01:51,2026-08-30T08:56:51,SETTLED_OK,Bank response
TXN03589,BNK_ICI_TXN03589,ICICI_BANK,250.0,SETTLED,2026-09-04T09:58:52,2026-09-04T10:13:52,2026-09-04T10:06:52,SETTLED_OK,Bank response
TXN03590,BNK_AXI_TXN03590,AXIS_BANK,15000.0,SETTLED,2026-09-01T15:10:00,2026-09-01T15:25:00,2026-09-01T15:21:00,SETTLED_OK,Bank response
TXN03591,BNK_SBI_TXN03591,SBI,4999.0,SETTLED,2026-09-03T20:52:38,2026-09-03T21:07:38,2026-09-03T21:05:38,SETTLED_OK,Bank response
TXN03592,BNK_SBI_TXN03592,SBI,15000.0,SETTLED,2026-08-31T13:26:10,2026-08-31T13:41:10,2026-08-31T13:35:10,SETTLED_OK,Bank response
TXN03593,BNK_AXI_TXN03593,AXIS_BANK,499.0,SETTLED,2026-08-29T09:22:25,2026-08-29T09:37:25,2026-08-29T09:36:25,SETTLED_OK,Bank response
TXN03594,BNK_HDF_TXN03594,HDFC_BANK,6500.0,SETTLED,2026-09-04T19:23:13,2026-09-04T19:38:13,2026-09-04T19:31:13,SETTLED_OK,Bank response
TXN03595,BNK_KOT_TXN03595,KOTAK_BANK,999.0,SETTLED,2026-09-02T20:57:54,2026-09-02T21:12:54,2026-09-02T21:06:54,SETTLED_OK,Bank response
TXN03596,BNK_HDF_TXN03596,HDFC_BANK,2500.0,SETTLED,2026-09-04T14:36:43,2026-09-04T14:51:43,2026-09-04T16:19:34,BANK_TIMEOUT,Settlement delayed by BANK_TIMEOUT
TXN03597,BNK_KOT_TXN03597,KOTAK_BANK,6500.0,SETTLED,2026-08-31T16:05:19,2026-08-31T16:20:19,2026-08-31T16:13:19,SETTLED_OK,Bank response
TXN03598,BNK_KOT_TXN03598,KOTAK_BANK,1500.0,SETTLED,2026-08-29T20:02:06,2026-08-29T20:17:06,2026-08-29T20:14:06,SETTLED_OK,Bank response
TXN03599,BNK_AXI_TXN03599,AXIS_BANK,499.0,SETTLED,2026-09-04T11:09:43,2026-09-04T11:24:43,2026-09-04T11:20:43,SETTLED_OK,Bank response
TXN03600,BNK_KOT_TXN03600,KOTAK_BANK,1500.0,SETTLED,2026-08-27T08:36:50,2026-08-27T08:51:50,2026-08-27T08:43:50,SETTLED_OK,Bank response
TXN03601,BNK_KOT_TXN03601,KOTAK_BANK,12000.0,SETTLED,2026-08-31T19:59:53,2026-08-31T20:14:53,2026-08-31T20:13:53,SETTLED_OK,Bank response
TXN03602,BNK_SBI_TXN03602,SBI,4499.1,SETTLED,2026-08-28T10:55:09,2026-08-28T11:10:09,2026-08-28T11:09:09,SETTLED_OK,Bank response
TXN03603,BNK_KOT_TXN03603,KOTAK_BANK,4999.0,SETTLED,2026-08-28T10:45:07,2026-08-28T11:00:07,2026-08-28T10:56:07,SETTLED_OK,Bank response
TXN03604,BNK_HDF_TXN03604,HDFC_BANK,6500.0,SETTLED,2026-09-01T16:49:51,2026-09-01T17:04:51,2026-09-01T17:00:51,SETTLED_OK,Bank response
TXN03605,BNK_AXI_TXN03605,AXIS_BANK,1200.0,SETTLED,2026-08-29T09:28:31,2026-08-29T09:43:31,2026-08-29T09:41:31,SETTLED_OK,Bank response
TXN03606,BNK_AXI_TXN03606,AXIS_BANK,15000.0,SETTLED,2026-08-30T10:39:48,2026-08-30T10:54:48,2026-08-30T10:52:48,SETTLED_OK,Bank response
TXN03607,BNK_KOT_TXN03607,KOTAK_BANK,499.0,SETTLED,2026-08-28T16:35:52,2026-08-28T16:50:52,2026-08-28T16:45:52,SETTLED_OK,Bank response
TXN03608,BNK_AXI_TXN03608,AXIS_BANK,6500.0,SETTLED,2026-08-29T08:24:43,2026-08-29T08:39:43,2026-08-29T08:38:43,SETTLED_OK,Bank response
TXN03609,BNK_ICI_TXN03609,ICICI_BANK,6500.0,SETTLED,2026-09-04T12:55:28,2026-09-04T13:10:28,2026-09-04T13:03:28,SETTLED_OK,Bank response
TXN03610,BNK_KOT_TXN03610,KOTAK_BANK,8900.0,SETTLED,2026-08-30T08:07:43,2026-08-30T08:22:43,2026-08-30T08:14:43,SETTLED_OK,Bank response
TXN03611,BNK_SBI_TXN03611,SBI,250.0,SETTLED,2026-09-01T12:57:19,2026-09-01T13:12:19,2026-09-01T13:07:19,SETTLED_OK,Bank response
TXN03612,BNK_ICI_TXN03612,ICICI_BANK,3500.0,SETTLED,2026-09-04T12:02:43,2026-09-04T12:17:43,2026-09-04T12:10:43,SETTLED_OK,Bank response
TXN03613,BNK_ICI_TXN03613,ICICI_BANK,999.0,SETTLED,2026-09-03T16:01:12,2026-09-03T16:16:12,2026-09-03T16:08:12,SETTLED_OK,Bank response
TXN03614,BNK_HDF_TXN03614,HDFC_BANK,1500.0,SETTLED,2026-09-04T11:21:04,2026-09-04T11:36:04,2026-09-04T11:31:04,SETTLED_OK,Bank response
TXN03615,BNK_HDF_TXN03615,HDFC_BANK,8900.0,SETTLED,2026-08-28T17:22:10,2026-08-28T17:37:10,2026-08-28T16:59:18,SETTLED_OK,Bank response
TXN03616,BNK_ICI_TXN03616,ICICI_BANK,8900.0,SETTLED,2026-08-27T20:59:05,2026-08-27T21:14:05,2026-08-27T21:12:05,SETTLED_OK,Bank response
TXN03617,BNK_KOT_TXN03617,KOTAK_BANK,499.0,SETTLED,2026-08-27T14:29:55,2026-08-27T14:44:55,2026-08-27T14:38:55,SETTLED_OK,Bank response
TXN03618,BNK_HDF_TXN03618,HDFC_BANK,3500.0,SETTLED,2026-08-30T19:54:47,2026-08-30T20:09:47,2026-08-30T20:02:47,SETTLED_OK,Bank response
TXN03619,BNK_HDF_TXN03619,HDFC_BANK,2499.0,SETTLED,2026-09-03T10:34:57,2026-09-03T10:49:57,2026-09-03T10:43:57,SETTLED_OK,Bank response
TXN03620,BNK_HDF_TXN03620,HDFC_BANK,2499.0,SETTLED,2026-09-02T12:18:42,2026-09-02T12:33:42,2026-09-02T12:32:42,SETTLED_OK,Bank response
TXN03621,BNK_AXI_TXN03621,AXIS_BANK,999.0,SETTLED,2026-08-29T15:24:24,2026-08-29T15:39:24,2026-08-29T15:37:24,SETTLED_OK,Bank response
TXN03622,BNK_KOT_TXN03622,KOTAK_BANK,15000.0,SETTLED,2026-09-03T16:14:43,2026-09-03T16:29:43,2026-09-03T16:21:43,SETTLED_OK,Bank response
TXN03623,BNK_ICI_TXN03623,ICICI_BANK,15000.0,SETTLED,2026-08-31T19:26:59,2026-08-31T19:41:59,2026-08-31T19:40:59,SETTLED_OK,Bank response
TXN03624,BNK_ICI_TXN03624,ICICI_BANK,999.0,SETTLED,2026-08-29T16:39:50,2026-08-29T16:54:50,2026-08-29T16:48:50,SETTLED_OK,Bank response
TXN03625,BNK_AXI_TXN03625,AXIS_BANK,6500.0,SETTLED,2026-08-30T14:26:13,2026-08-30T14:41:13,2026-08-30T15:12:18,BANK_TIMEOUT,Bank response
TXN03626,BNK_KOT_TXN03626,KOTAK_BANK,6500.0,SETTLED,2026-09-02T10:28:29,2026-09-02T10:43:29,2026-09-02T10:35:29,SETTLED_OK,Bank response
TXN03627,BNK_AXI_TXN03627,AXIS_BANK,6500.0,SETTLED,2026-09-04T14:52:08,2026-09-04T15:07:08,2026-09-04T15:01:08,SETTLED_OK,Bank response
TXN03628,BNK_SBI_TXN03628,SBI,999.0,SETTLED,2026-08-31T20:45:56,2026-08-31T21:00:56,2026-08-31T20:56:56,SETTLED_OK,Bank response
TXN03629,BNK_KOT_TXN03629,KOTAK_BANK,6500.0,SETTLED,2026-08-31T18:41:02,2026-08-31T18:56:02,2026-08-31T18:50:02,SETTLED_OK,Bank response
TXN03630,BNK_KOT_TXN03630,KOTAK_BANK,499.0,SETTLED,2026-09-03T11:22:05,2026-09-03T11:37:05,2026-09-03T11:30:05,SETTLED_OK,Bank response
