transaction_id,gateway_reference,merchant_id,amount,currency,payment_method,gateway_status,initiated_at,captured_at,settlement_initiated_at,response_code,response_message
TXN10136,GW_RAZ_TXN10136,MERCH_105,25000.0,INR,NETBANKING,CAPTURED,2026-09-04T15:39:17,2026-09-04T15:39:54,2026-09-04T15:40:21,SUCCESS,Transaction captured successfully
TXN10137,GW_RAZ_TXN10137,MERCH_104,12500.0,INR,UPI,CAPTURED,2026-09-04T14:32:33,2026-09-04T14:33:12,2026-09-04T14:33:36,SUCCESS,Transaction captured successfully
TXN10138,GW_RAZ_TXN10138,MERCH_118,25000.0,INR,UPI,CAPTURED,2026-09-04T15:26:16,2026-09-04T15:26:41,2026-09-04T15:27:10,SUCCESS,Transaction captured successfully
TXN10139,GW_RAZ_TXN10139,MERCH_120,12500.0,INR,CARD,CAPTURED,2026-09-04T14:32:50,2026-09-04T14:33:11,2026-09-04T14:33:36,SUCCESS,Transaction captured successfully
TXN10140,GW_RAZ_TXN10140,MERCH_117,25000.0,INR,NETBANKING,CAPTURED,2026-09-04T15:09:16,2026-09-04T15:10:01,2026-09-04T15:10:22,SUCCESS,Transaction captured successfully
TXN10141,GW_RAZ_TXN10141,MERCH_121,7500.0,INR,CARD,CAPTURED,2026-09-04T14:50:58,2026-09-04T14:51:09,2026-09-04T14:51:51,SUCCESS,Transaction captured successfully
TXN10142,GW_CAS_TXN10142,MERCH_124,5000.0,INR,NETBANKING,CAPTURED,2026-09-04T11:02:22,2026-09-04T11:02:42,2026-09-04T11:03:12,SUCCESS,Transaction captured successfully
TXN10143,GW_RAZ_TXN10143,MERCH_111,18000.0,INR,NETBANKING,CAPTURED,2026-09-04T14:23:54,2026-09-04T14:24:34,2026-09-04T14:25:34,SUCCESS,Transaction captured successfully
TXN10144,GW_RAZ_TXN10144,MERCH_123,7500.0,INR,CARD,CAPTURED,2026-09-04T14:05:02,2026-09-04T14:05:24,2026-09-04T14:05:46,SUCCESS,Transaction captured successfully
TXN10145,GW_RAZ_TXN10145,MERCH_110,25000.0,INR,NETBANKING,CAPTURED,2026-09-04T14:54:22,2026-09-04T14:55:02,2026-09-04T14:55:38,SUCCESS,Transaction captured successfully
TXN10146,GW_RAZ_TXN10146,MERCH_112,10000.0,INR,UPI,CAPTURED,2026-09-04T15:29:31,2026-09-04T15:29:58,2026-09-04T15:30:25,SUCCESS,Transaction captured successfully
TXN10147,GW_RAZ_TXN10147,MERCH_113,12500.0,INR,NETBANKING,CAPTURED,2026-09-04T15:00:02,2026-09-04T15:00:33,2026-09-04T15:01:04,SUCCESS,Transaction captured successfully
TXN10148,GW_STR_TXN10148,MERCH_117,999.0,INR,CARD,CAPTURED,2026-09-04T10:27:38,2026-09-04T10:28:22,2026-09-04T10:29:00,SUCCESS,Transaction captured successfully
TXN10149,GW_PAY_TXN10149,MERCH_115,250.0,INR,NETBANKING,CAPTURED,2026-09-04T16:22:28,2026-09-04T16:23:00,2026-09-04T16:23:59,SUCCESS,Transaction captured successfully
TXN10150,GW_RAZ_TXN10150,MERCH_122,10000.0,INR,NETBANKING,CAPTURED,2026-09-04T14:55:27,2026-09-04T14:56:09,2026-09-04T14:56:39,SUCCESS,Transaction captured successfully
TXN10151,GW_RAZ_TXN10151,MERCH_120,18000.0,INR,NETBANKING,CAPTURED,2026-09-04T15:46:40,2026-09-04T15:46:52,2026-09-04T15:47:20,SUCCESS,Transaction captured successfully
TXN10152,GW_RAZ_TXN10152,MERCH_121,12500.0,INR,CARD,CAPTURED,2026-09-04T14:49:26,2026-09-04T14:49:38,2026-09-04T14:50:36,SUCCESS,Transaction captured successfully
TXN10153,GW_RAZ_TXN10153,MERCH_112,2000.0,INR,CARD,CAPTURED,2026-09-04T15:00:36,2026-09-04T15:00:54,2026-09-04T15:01:47,SUCCESS,Transaction captured successfully
TXN10154,GW_RAZ_TXN10154,MERCH_121,2000.0,INR,CARD,CAPTURED,2026-09-04T14:34:04,2026-09-04T14:34:15,2026-09-04T14:34:46,SUCCESS,Transaction captured successfully
TXN10155,GW_CAS_TXN10155,MERCH_118,1500.0,INR,UPI,CAPTURED,2026-09-04T16:13:39,2026-09-04T16:14:20,2026-09-04T16:14:52,SUCCESS,Transaction captured successfully
TXN10156,GW_RAZ_TXN10156,MERCH_123,10000.0,INR,CARD,CAPTURED,2026-09-04T14:11:59,2026-09-04T14:12:31,2026-09-04T14:12:55,SUCCESS,Transaction captured successfully
TXN10157,GW_RAZ_TXN10157,MERCH_110,3500.0,INR,UPI,CAPTURED,2026-09-04T15:37:11,2026-09-04T15:37:44,2026-09-04T15:38:36,SUCCESS,Transaction captured successfully
TXN10158,GW_RAZ_TXN10158,MERCH_105,2499.0,INR,UPI,CAPTURED,2026-09-04T14:35:36,2026-09-04T14:36:15,2026-09-04T14:37:10,SUCCESS,Transaction captured successfully
TXN10159,GW_RAZ_TXN10159,MERCH_113,18000.0,INR,NETBANKING,CAPTURED,2026-09-04T15:38:08,2026-09-04T15:38:51,2026-09-04T15:39:37,SUCCESS,Transaction captured successfully
TXN10160,GW_RAZ_TXN10160,MERCH_111,18000.0,INR,NETBANKING,CAPTURED,2026-09-04T14:10:07,2026-09-04T14:10:46,2026-09-04T14:11:39,SUCCESS,Transaction captured successfully
TXN10161,GW_RAZ_TXN10161,MERCH_125,3500.0,INR,NETBANKING,CAPTURED,2026-09-04T15:27:21,2026-09-04T15:27:39,2026-09-04T15:28:26,SUCCESS,Transaction captured successfully
TXN10162,GW_RAZ_TXN10162,MERCH_104,7500.0,INR,NETBANKING,CAPTURED,2026-09-04T14:20:53,2026-09-04T14:21:13,2026-09-04T14:21:43,SUCCESS,Transaction captured successfully
TXN10163,GW_RAZ_TXN10163,MERCH_117,7500.0,INR,CARD,CAPTURED,2026-09-04T14:10:46,2026-09-04T14:11:08,2026-09-04T14:12:08,SUCCESS,Transaction captured successfully
TXN10164,GW_RAZ_TXN10164,MERCH_121,25000.0,INR,CARD,CAPTURED,2026-09-04T15:23:53,2026-09-04T15:24:08,2026-09-04T15:25:00,SUCCESS,Transaction captured successfully
TXN10165,GW_RAZ_TXN10165,MERCH_119,10000.0,INR,UPI,CAPTURED,2026-09-04T14:23:22,2026-09-04T14:23:34,2026-09-04T14:23:55,SUCCESS,Transaction captured successfully
TXN10166,GW_RAZ_TXN10166,MERCH_121,5000.0,INR,NETBANKING,CAPTURED,2026-09-04T14:36:08,2026-09-04T14:36:44,2026-09-04T14:37:43,SUCCESS,Transaction captured successfully
TXN10167,GW_RAZ_TXN10167,MERCH_121,7500.0,INR,NETBANKING,CAPTURED,2026-09-04T14:39:32,2026-09-04T14:40:12,2026-09-04T14:40:47,SUCCESS,Transaction captured successfully
TXN10168,GW_RAZ_TXN10168,MERCH_103,3500.0,INR,NETBANKING,CAPTURED,2026-09-04T14:08:10,2026-09-04T14:08:48,2026-09-04T14:09:34,SUCCESS,Transaction captured successfully
TXN10169,GW_RAZ_TXN10169,MERCH_111,10000.0,INR,NETBANKING,CAPTURED,2026-09-04T14:19:36,2026-09-04T14:20:06,2026-09-04T14:20:48,SUCCESS,Transaction captured successfully
TXN10170,GW_RAZ_TXN10170,MERCH_112,2000.0,INR,NETBANKING,CAPTURED,2026-09-04T15:16:41,2026-09-04T15:17:11,2026-09-04T15:17:46,SUCCESS,Transaction captured successfully
TXN10171,GW_RAZ_TXN10171,MERCH_115,8900.0,INR,UPI,CAPTURED,2026-09-04T09:18:24,2026-09-04T09:19:00,2026-09-04T09:19:35,SUCCESS,Transaction captured successfully
TXN10172,GW_RAZ_TXN10172,MERCH_125,25000.0,INR,UPI,CAPTURED,2026-09-04T15:08:01,2026-09-04T15:08:40,2026-09-04T15:09:31,SUCCESS,Transaction captured successfully
TXN10173,GW_RAZ_TXN10173,MERCH_103,18000.0,INR,CARD,CAPTURED,2026-09-04T15:09:00,2026-09-04T15:09:25,2026-09-04T15:09:58,SUCCESS,Transaction captured successfully
TXN10174,GW_RAZ_TXN10174,MERCH_102,18000.0,INR,CARD,CAPTURED,2026-09-04T15:07:34,2026-09-04T15:08:02,2026-09-04T15:08:56,SUCCESS,Transaction captured successfully
TXN10175,GW_RAZ_TXN10175,MERCH_105,10000.0,INR,CARD,CAPTURED,2026-09-04T15:39:19,2026-09-04T15:39:54,2026-09-04T15:40:37,SUCCESS,Transaction captured successfully
TXN10176,GW_RAZ_TXN10176,MERCH_119,10000.0,INR,NETBANKING,CAPTURED,2026-09-04T14:26:34,2026-09-04T14:27:19,2026-09-04T14:27:57,SUCCESS,Transaction captured successfully
TXN10177,GW_RAZ_TXN10177,MERCH_115,2000.0,INR,NETBANKING,CAPTURED,2026-09-04T14:38:11,2026-09-04T14:38:29,2026-09-04T14:38:55,SUCCESS,Transaction captured successfully
TXN10178,GW_PAY_TXN10178,MERCH_111,3500.0,INR,NETBANKING,CAPTURED,2026-09-04T12:38:32,2026-09-04T12:39:14,2026-09-04T12:39:36,SUCCESS,Transaction captured successfully
TXN10179,GW_RAZ_TXN10179,MERCH_116,3500.0,INR,NETBANKING,CAPTURED,2026-09-04T15:02:23,2026-09-04T15:03:05,2026-09-04T15:03:33,SUCCESS,Transaction captured successfully
TXN10180,GW_RAZ_TXN10180,MERCH_113,7500.0,INR,NETBANKING,CAPTURED,2026-09-04T15:40:56,2026-09-04T15:41:27,2026-09-04T15:42:19,SUCCESS,Transaction captured successfully
TXN10181,GW_RAZ_TXN10181,MERCH_119,499.0,INR,CARD,CAPTURED,2026-09-04T14:21:43,2026-09-04T14:22:19,2026-09-04T14:23:16,SUCCESS,Transaction captured successfully
TXN10182,GW_RAZ_TXN10182,MERCH_121,5000.0,INR,NETBANKING,CAPTURED,2026-09-04T15:18:51,2026-09-04T15:19:04,2026-09-04T15:20:01,SUCCESS,Transaction captured successfully
TXN10183,GW_RAZ_TXN10183,MERCH_121,12500.0,INR,NETBANKING,CAPTURED,2026-09-04T15:24:36,2026-09-04T15:24:55,2026-09-04T15:25:30,SUCCESS,Transaction captured successfully
TXN10184,GW_RAZ_TXN10184,MERCH_101,12500.0,INR,CARD,CAPTURED,2026-09-04T14:42:49,2026-09-04T14:43:08,2026-09-04T14:43:54,SUCCESS,Transaction captured successfully
TXN10185,GW_RAZ_TXN10185,MERCH_125,6500.0,INR,NETBANKING,CAPTURED,2026-09-04T11:33:13,2026-09-04T11:33:43,2026-09-04T11:34:33,SUCCESS,Transaction captured successfully
TXN10186,GW_RAZ_TXN10186,MERCH_118,10000.0,INR,CARD,CAPTURED,2026-09-04T15:14:35,2026-09-04T15:15:01,2026-09-04T15:16:00,SUCCESS,Transaction captured successfully
TXN10187,GW_RAZ_TXN10187,MERCH_109,5000.0,INR,NETBANKING,CAPTURED,2026-09-04T14:40:45,2026-09-04T14:41:14,2026-09-04T14:41:52,SUCCESS,Transaction captured successfully
TXN10188,GW_CAS_TXN10188,MERCH_116,12000.0,INR,CARD,CAPTURED,2026-09-04T13:07:36,2026-09-04T13:08:20,2026-09-04T13:09:04,SUCCESS,Transaction captured successfully
TXN10189,GW_RAZ_TXN10189,MERCH_102,2000.0,INR,CARD,CAPTURED,2026-09-04T15:37:30,2026-09-04T15:38:02,2026-09-04T15:38:50,SUCCESS,Transaction captured successfully
TXN10190,GW_RAZ_TXN10190,MERCH_116,25000.0,INR,UPI,CAPTURED,2026-09-04T14:27:35,2026-09-04T14:28:02,2026-09-04T14:28:57,SUCCESS,Transaction captured successfully
TXN10191,GW_RAZ_TXN10191,MERCH_120,5000.0,INR,NETBANKING,CAPTURED,2026-09-04T15:20:07,2026-09-04T15:20:32,2026-09-04T15:20:55,SUCCESS,Transaction captured successfully
TXN10192,GW_RAZ_TXN10192,MERCH_108,12500.0,INR,UPI,CAPTURED,2026-09-04T14:13:40,2026-09-04T14:14:11,2026-09-04T14:15:01,SUCCESS,Transaction captured successfully
TXN10193,GW_RAZ_TXN10193,MERCH_118,18000.0,INR,UPI,CAPTURED,2026-09-04T14:55:33,2026-09-04T14:56:13,2026-09-04T14:56:45,SUCCESS,Transaction captured successfully
TXN10194,GW_RAZ_TXN10194,MERCH_121,2000.0,INR,UPI,CAPTURED,2026-09-04T15:44:57,2026-09-04T15:45:21,2026-09-04T15:46:15,SUCCESS,Transaction captured successfully
TXN10195,GW_RAZ_TXN10195,MERCH_106,18000.0,INR,UPI,CAPTURED,2026-09-04T14:54:12,2026-09-04T14:54:33,2026-09-04T14:55:11,SUCCESS,Transaction captured successfully
TXN10196,GW_RAZ_TXN10196,MERCH_119,10000.0,INR,NETBANKING,CAPTURED,2026-09-04T14:14:39,2026-09-04T14:15:07,2026-09-04T14:15:56,SUCCESS,Transaction captured successfully
TXN10197,GW_RAZ_TXN10197,MERCH_105,7500.0,INR,NETBANKING,CAPTURED,2026-09-04T15:03:54,2026-09-04T15:04:16,2026-09-04T15:04:43,SUCCESS,Transaction captured successfully
TXN10198,GW_PAY_TXN10198,MERCH_115,1500.0,INR,NETBANKING,CAPTURED,2026-09-04T09:47:21,2026-09-04T09:47:43,2026-09-04T09:48:14,SUCCESS,Transaction captured successfully
TXN10199,GW_RAZ_TXN10199,MERCH_111,2000.0,INR,UPI,CAPTURED,2026-09-04T14:54:43,2026-09-04T14:55:04,2026-09-04T14:55:32,SUCCESS,Transaction captured successfully
TXN10200,GW_RAZ_TXN10200,MERCH_108,12500.0,INR,UPI,CAPTURED,2026-09-04T14:35:36,2026-09-04T14:36:01,2026-09-04T14:36:49,SUCCESS,Transaction captured successfully
TXN10201,GW_RAZ_TXN10201,MERCH_119,1500.0,INR,NETBANKING,CAPTURED,2026-09-04T15:18:13,2026-09-04T15:18:39,2026-09-04T15:19:22,SUCCESS,Transaction captured successfully
TXN10202,GW_RAZ_TXN10202,MERCH_104,3500.0,INR,CARD,CAPTURED,2026-09-04T14:41:53,2026-09-04T14:42:28,2026-09-04T14:43:20,SUCCESS,Transaction captured successfully
TXN10203,GW_PAY_TXN10203,MERCH_110,999.0,INR,CARD,CAPTURED,2026-09-04T12:08:30,2026-09-04T12:09:09,2026-09-04T12:10:07,SUCCESS,Transaction captured successfully
TXN10204,GW_RAZ_TXN10204,MERCH_118,5000.0,INR,NETBANKING,CAPTURED,2026-09-04T14:29:49,2026-09-04T14:30:04,2026-09-04T14:30:57,SUCCESS,Transaction captured successfully
TXN10205,GW_RAZ_TXN10205,MERCH_119,25000.0,INR,UPI,CAPTURED,2026-09-04T14:08:25,2026-09-04T14:09:07,2026-09-04T14:09:39,SUCCESS,Transaction captured successfully
TXN10206,GW_RAZ_TXN10206,MERCH_111,2000.0,INR,NETBANKING,CAPTURED,2026-09-04T15:00:19,2026-09-04T15:00:42,2026-09-04T15:01:39,SUCCESS,Transaction captured successfully
TXN10207,GW_RAZ_TXN10207,MERCH_117,18000.0,INR,CARD,CAPTURED,2026-09-04T14:07:35,2026-09-04T14:07:53,2026-09-04T14:08:45,SUCCESS,Transaction captured successfully
TXN10208,GW_CAS_TXN10208,MERCH_102,250.0,INR,NETBANKING,CAPTURED,2026-09-04T09:25:16,2026-09-04T09:25:39,2026-09-04T09:26:36,SUCCESS,Transaction captured successfully
TXN10209,GW_RAZ_TXN10209,MERCH_102,1500.0,INR,UPI,CAPTURED,2026-09-04T15:04:27,2026-09-04T15:04:55,2026-09-04T15:05:41,SUCCESS,Transaction captured successfully
TXN10210,GW_RAZ_TXN10210,MERCH_121,12500.0,INR,NETBANKING,CAPTURED,2026-09-04T15:28:11,2026-09-04T15:28:44,2026-09-04T15:29:28,SUCCESS,Transaction captured successfully
TXN10211,GW_PAY_TXN10211,MERCH_103,3200.0,INR,UPI,CAPTURED,2026-09-04T14:07:11,2026-09-04T14:07:36,2026-09-04T14:08:11,SUCCESS,Transaction captured successfully
TXN10212,GW_PAY_TXN10212,MERCH_113,1500.0,INR,NETBANKING,CAPTURED,2026-09-04T09:48:01,2026-09-04T09:48:40,2026-09-04T09:49:34,SUCCESS,Transaction captured successfully
TXN10213,GW_RAZ_TXN10213,MERCH_115,7500.0,INR,CARD,CAPTURED,2026-09-04T14:21:10,2026-09-04T14:21:32,2026-09-04T14:21:59,SUCCESS,Transaction captured successfully
TXN10214,GW_RAZ_TXN10214,MERCH_125,5000.0,INR,UPI,CAPTURED,2026-09-04T14:32:51,2026-09-04T14:33:05,2026-09-04T14:33:31,SUCCESS,Transaction captured successfully
TXN10215,GW_RAZ_TXN10215,MERCH_120,1500.0,INR,NETBANKING,CAPTURED,2026-09-04T15:36:01,2026-09-04T15:36:26,2026-09-04T15:36:48,SUCCESS,Transaction captured successfully
TXN10216,GW_RAZ_TXN10216,MERCH_118,1500.0,INR,UPI,CAPTURED,2026-09-04T15:42:59,2026-09-04T15:43:17,2026-09-04T15:44:09,SUCCESS,Transaction captured successfully
TXN10217,GW_RAZ_TXN10217,MERCH_124,10000.0,INR,NETBANKING,CAPTURED,2026-09-04T14:43:32,2026-09-04T14:43:57,2026-09-04T14:44:36,SUCCESS,Transaction captured successfully
TXN10218,GW_PAY_TXN10218,MERCH_110,250.0,INR,CARD,CAPTURED,2026-09-04T15:35:31,2026-09-04T15:36:03,2026-09-04T15:36:47,SUCCESS,Transaction captured successfully
TXN10219,GW_RAZ_TXN10219,MERCH_110,25000.0,INR,CARD,CAPTURED,2026-09-04T14:25:06,2026-09-04T14:25:46,2026-09-04T14:26:21,SUCCESS,Transaction captured successfully
TXN10220,GW_RAZ_TXN10220,MERCH_123,18000.0,INR,UPI,CAPTURED,2026-09-04T15:50:00,2026-09-04T15:50:13,2026-09-04T15:51:08,SUCCESS,Transaction captured successfully
TXN10221,GW_RAZ_TXN10221,MERCH_117,5000.0,INR,UPI,CAPTURED,2026-09-04T14:53:01,2026-09-04T14:53:27,2026-09-04T14:54:00,SUCCESS,Transaction captured successfully
TXN10222,GW_RAZ_TXN10222,MERCH_115,25000.0,INR,CARD,CAPTURED,2026-09-04T14:12:37,2026-09-04T14:12:59,2026-09-04T14:13:22,SUCCESS,Transaction captured successfully
TXN10223,GW_RAZ_TXN10223,MERCH_120,2000.0,INR,NETBANKING,CAPTURED,2026-09-04T14:05:23,2026-09-04T14:05:45,2026-09-04T14:06:42,SUCCESS,Transaction captured successfully
TXN10224,GW_RAZ_TXN10224,MERCH_107,15000.0,INR,CARD,CAPTURED,2026-09-04T12:59:12,2026-09-04T12:59:29,2026-09-04T13:00:19,SUCCESS,Transaction captured successfully
TXN10225,GW_CAS_TXN10225,MERCH_108,12000.0,INR,NETBANKING,CAPTURED,2026-09-04T15:29:34,2026-09-04T15:30:06,2026-09-04T15:30:45,SUCCESS,Transaction captured successfully
TXN10226,GW_RAZ_TXN10226,MERCH_104,10000.0,INR,NETBANKING,CAPTURED,2026-09-04T15:04:06,2026-09-04T15:04:29,2026-09-04T15:05:12,SUCCESS,Transaction captured successfully
TXN10227,GW_RAZ_TXN10227,MERCH_119,3500.0,INR,UPI,CAPTURED,2026-09-04T15:41:12,2026-09-04T15:41:23,2026-09-04T15:41:59,SUCCESS,Transaction captured successfully
TXN10228,GW_RAZ_TXN10228,MERCH_105,5000.0,INR,UPI,CAPTURED,2026-09-04T14:45:02,2026-09-04T14:45:36,2026-09-04T14:46:32,SUCCESS,Transaction captured successfully
TXN10229,GW_RAZ_TXN10229,MERCH_121,7500.0,INR,NETBANKING,CAPTURED,2026-09-04T14:46:05,2026-09-04T14:46:46,2026-09-04T14:47:37,SUCCESS,Transaction captured successfully
TXN10230,GW_RAZ_TXN10230,MERCH_112,25000.0,INR,UPI,CAPTURED,2026-09-04T14:19:06,2026-09-04T14:19:47,2026-09-04T14:20:18,SUCCESS,Transaction captured successfully
TXN10231,GW_RAZ_TXN10231,MERCH_102,1500.0,INR,UPI,CAPTURED,2026-09-04T15:31:14,2026-09-04T15:31:24,2026-09-04T15:32:10,SUCCESS,Transaction captured successfully
TXN10232,GW_PAY_TXN10232,MERCH_123,250.0,INR,UPI,CAPTURED,2026-09-04T17:29:23,2026-09-04T17:30:03,2026-09-04T17:30:54,SUCCESS,Transaction captured successfully
TXN10233,GW_CAS_TXN10233,MERCH_101,15000.0,INR,NETBANKING,CAPTURED,2026-09-04T09:32:52,2026-09-04T09:33:29,2026-09-04T09:34:00,SUCCESS,Transaction captured successfully
TXN10234,GW_RAZ_TXN10234,MERCH_120,10000.0,INR,NETBANKING,CAPTURED,2026-09-04T14:34:27,2026-09-04T14:34:54,2026-09-04T14:35:39,SUCCESS,Transaction captured successfully
TXN10235,GW_RAZ_TXN10235,MERCH_115,5000.0,INR,NETBANKING,CAPTURED,2026-09-04T14:33:12,2026-09-04T14:33:41,2026-09-04T14:34:06,SUCCESS,Transaction captured successfully
TXN10236,GW_STR_TXN10236,MERCH_113,15000.0,INR,CARD,CAPTURED,2026-09-04T09:40:00,2026-09-04T09:40:20,2026-09-04T09:40:45,SUCCESS,Transaction captured successfully
TXN10237,GW_RAZ_TXN10237,MERCH_104,5000.0,INR,NETBANKING,CAPTURED,2026-09-04T14:05:48,2026-09-04T14:06:11,2026-09-04T14:07:07,SUCCESS,Transaction captured successfully
TXN10238,GW_RAZ_TXN10238,MERCH_103,25000.0,INR,NETBANKING,CAPTURED,2026-09-04T14:38:16,2026-09-04T14:38:28,2026-09-04T14:38:59,SUCCESS,Transaction captured successfully
TXN10239,GW_RAZ_TXN10239,MERCH_119,12500.0,INR,UPI,CAPTURED,2026-09-04T15:42:42,2026-09-04T15:42:56,2026-09-04T15:43:35,SUCCESS,Transaction captured successfully
TXN10240,GW_RAZ_TXN10240,MERCH_113,10000.0,INR,NETBANKING,CAPTURED,2026-09-04T15:13:48,2026-09-04T15:14:22,2026-09-04T15:14:50,SUCCESS,Transaction captured successfully
TXN10241,GW_STR_TXN10241,MERCH_112,2499.0,INR,UPI,CAPTURED,2026-09-04T12:53:04,2026-09-04T12:53:39,2026-09-04T12:54:19,SUCCESS,Transaction captured successfully
TXN10242,GW_STR_TXN10242,MERCH_108,8900.0,INR,CARD,CAPTURED,2026-09-04T15:11:43,2026-09-04T15:12:17,2026-09-04T15:12:42,SUCCESS,Transaction captured successfully
TXN10243,GW_PAY_TXN10243,MERCH_109,499.0,INR,UPI,CAPTURED,2026-09-04T15:20:23,2026-09-04T15:20:38,2026-09-04T15:20:58,SUCCESS,Transaction captured successfully
TXN10244,GW_STR_TXN10244,MERCH_105,6500.0,INR,UPI,CAPTURED,2026-09-04T16:35:35,2026-09-04T16:36:11,2026-09-04T16:36:37,SUCCESS,Transaction captured successfully
TXN10245,GW_RAZ_TXN10245,MERCH_120,499.0,INR,CARD,CAPTURED,2026-09-04T13:26:24,2026-09-04T13:27:09,2026-09-04T13:27:44,SUCCESS,Transaction captured successfully
TXN10246,GW_CAS_TXN10246,MERCH_105,999.0,INR,CARD,CAPTURED,2026-09-04T16:09:04,2026-09-04T16:09:41,2026-09-04T16:10:18,SUCCESS,Transaction captured successfully
TXN10247,GW_PAY_TXN10247,MERCH_109,1500.0,INR,UPI,CAPTURED,2026-09-04T16:06:08,2026-09-04T16:06:18,2026-09-04T16:07:03,SUCCESS,Transaction captured successfully
TXN10248,GW_PAY_TXN10248,MERCH_111,15000.0,INR,CARD,CAPTURED,2026-09-04T13:20:38,2026-09-04T13:21:00,2026-09-04T13:21:50,SUCCESS,Transaction captured successfully
TXN10249,GW_PAY_TXN10249,MERCH_124,3500.0,INR,NETBANKING,CAPTURED,2026-09-04T14:24:17,2026-09-04T14:24:50,2026-09-04T14:25:17,SUCCESS,Transaction captured successfully
TXN10250,GW_STR_TXN10250,MERCH_122,1500.0,INR,NETBANKING,CAPTURED,2026-09-04T12:28:51,2026-09-04T12:29:05,2026-09-04T12:29:51,SUCCESS,Transaction captured successfully
TXN10251,GW_STR_TXN10251,MERCH_122,4999.0,INR,UPI,CAPTURED,2026-09-04T10:28:38,2026-09-04T10:29:13,2026-09-04T10:30:07,SUCCESS,Transaction captured successfully
TXN10252,GW_RAZ_TXN10252,MERCH_118,2499.0,INR,NETBANKING,CAPTURED,2026-09-04T12:42:42,2026-09-04T12:43:02,2026-09-04T12:44:01,SUCCESS,Transaction captured successfully
TXN10253,GW_RAZ_TXN10253,MERCH_111,6500.0,INR,CARD,CAPTURED,2026-09-04T10:16:14,2026-09-04T10:16:57,2026-09-04T10:17:52,SUCCESS,Transaction captured successfully
TXN10254,GW_PAY_TXN10254,MERCH_115,499.0,INR,NETBANKING,CAPTURED,2026-09-04T14:01:30,2026-09-04T14:01:58,2026-09-04T14:02:44,SUCCESS,Transaction captured successfully
TXN10255,GW_PAY_TXN10255,MERCH_110,4999.0,INR,CARD,CAPTURED,2026-09-04T17:30:22,2026-09-04T17:30:38,2026-09-04T17:31:26,SUCCESS,Transaction captured successfully
TXN10256,GW_CAS_TXN10256,MERCH_123,999.0,INR,UPI,CAPTURED,2026-09-04T10:43:51,2026-09-04T10:44:16,2026-09-04T10:45:09,SUCCESS,Transaction captured successfully
TXN10257,GW_PAY_TXN10257,MERCH_115,3500.0,INR,UPI,CAPTURED,2026-09-04T11:40:42,2026-09-04T11:41:17,2026-09-04T11:41:38,SUCCESS,Transaction captured successfully
TXN10258,GW_PAY_TXN10258,MERCH_101,499.0,INR,NETBANKING,CAPTURED,2026-09-04T13:48:45,2026-09-04T13:49:01,2026-09-04T13:49:55,SUCCESS,Transaction captured successfully
TXN10259,GW_CAS_TXN10259,MERCH_109,8900.0,INR,NETBANKING,CAPTURED,2026-09-04T15:39:25,2026-09-04T15:39:42,2026-09-04T15:40:24,SUCCESS,Transaction captured successfully
TXN10260,GW_PAY_TXN10260,MERCH_120,1500.0,INR,NETBANKING,CAPTURED,2026-09-04T14:07:15,2026-09-04T14:07:32,2026-09-04T14:08:03,SUCCESS,Transaction captured successfully
TXN10261,GW_STR_TXN10261,MERCH_105,6500.0,INR,NETBANKING,CAPTURED,2026-09-04T11:31:40,2026-09-04T11:32:01,2026-09-04T11:32:56,SUCCESS,Transaction captured successfully
TXN10262,GW_CAS_TXN10262,MERCH_115,1200.0,INR,NETBANKING,CAPTURED,2026-09-04T09:31:08,2026-09-04T09:31:42,2026-09-04T09:32:37,SUCCESS,Transaction captured successfully
TXN10263,GW_PAY_TXN10263,MERCH_123,1200.0,INR,CARD,CAPTURED,2026-09-04T10:36:01,2026-09-04T10:36:29,2026-09-04T10:36:51,SUCCESS,Transaction captured successfully
TXN10264,GW_RAZ_TXN10264,MERCH_115,6500.0,INR,NETBANKING,CAPTURED,2026-09-04T10:17:49,2026-09-04T10:18:22,2026-09-04T10:19:16,SUCCESS,Transaction captured successfully
TXN10265,GW_CAS_TXN10265,MERCH_124,2499.0,INR,NETBANKING,CAPTURED,2026-09-04T09:28:16,2026-09-04T09:28:31,2026-09-04T09:29:19,SUCCESS,Transaction captured successfully
TXN10266,GW_STR_TXN10266,MERCH_112,1200.0,INR,NETBANKING,CAPTURED,2026-09-04T11:39:08,2026-09-04T11:39:31,2026-09-04T11:39:54,SUCCESS,Transaction captured successfully
TXN10267,GW_CAS_TXN10267,MERCH_106,12000.0,INR,CARD,CAPTURED,2026-09-04T13:54:32,2026-09-04T13:54:48,2026-09-04T13:55:16,SUCCESS,Transaction captured successfully
TXN10268,GW_CAS_TXN10268,MERCH_105,12000.0,INR,UPI,CAPTURED,2026-09-04T12:48:53,2026-09-04T12:49:28,2026-09-04T12:50:19,SUCCESS,Transaction captured successfully
TXN10269,GW_STR_TXN10269,MERCH_115,15000.0,INR,UPI,CAPTURED,2026-09-04T17:47:17,2026-09-04T17:47:50,2026-09-04T17:48:39,SUCCESS,Transaction captured successfully
TXN10270,GW_RAZ_TXN10270,MERCH_115,3500.0,INR,NETBANKING,CAPTURED,2026-09-04T17:25:13,2026-09-04T17:25:36,2026-09-04T17:26:27,SUCCESS,Transaction captured successfully
