transaction_id,classification,status,finding,anomaly_type,is_systemic,incident_id,bank,gateway,amount,date
TXN00664,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,CASHFREE,12000.0,2026-08-30
TXN00665,TIMESTAMP_INCONSISTENCY,INCONSISTENT,Status: INCONSISTENT across systems.,TIMESTAMP_INCONSISTENCY,false,,KOTAK_BANK,CASHFREE,12000.0,2026-08-28
TXN00666,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,CASHFREE,3500.0,2026-08-27
TXN00667,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,CASHFREE,15000.0,2026-08-27
TXN00668,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,RAZORPAY,1500.0,2026-08-29
TXN00669,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,PAYU,999.0,2026-08-27
TXN00670,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,PAYU,499.0,2026-08-29
TXN00671,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,PAYU,250.0,2026-08-27
TXN00672,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,PAYU,499.0,2026-09-01
TXN00673,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,PAYU,2499.0,2026-09-04
TXN00674,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,RAZORPAY,3500.0,2026-08-28
TXN00675,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,STRIPE,2499.0,2026-09-03
TXN00676,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,PAYU,2499.0,2026-08-30
TXN00677,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,RAZORPAY,12000.0,2026-08-31
TXN00678,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,CASHFREE,2499.0,2026-08-27
TXN00679,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,RAZORPAY,1200.0,2026-08-28
TXN00680,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,STRIPE,15000.0,2026-08-27
TXN00681,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,CASHFREE,12000.0,2026-08-30
TXN00682,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,STRIPE,8900.0,2026-09-02
TXN00683,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,RAZORPAY,250.0,2026-08-29
TXN00684,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,PAYU,15000.0,2026-08-28
TXN00685,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,PAYU,6500.0,2026-08-30
TXN00686,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,PAYU,8900.0,2026-09-04
TXN00687,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,PAYU,499.0,2026-09-03
TXN00688,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,STRIPE,8900.0,2026-08-27
TXN00689,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,CASHFREE,6500.0,2026-08-28
TXN00690,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,RAZORPAY,999.0,2026-09-03
TXN00691,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,PAYU,12000.0,2026-08-31
TXN00692,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,PAYU,3500.0,2026-08-30
TXN00693,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,PAYU,499.0,2026-08-27
TXN00694,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,STRIPE,499.0,2026-09-03
TXN00695,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,CASHFREE,15000.0,2026-08-27
TXN00696,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,RAZORPAY,250.0,2026-08-30
TXN00697,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,RAZORPAY,12000.0,2026-08-31
TXN00698,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,STRIPE,250.0,2026-09-02
TXN00699,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,CASHFREE,6500.0,2026-08-31
TXN00700,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,PAYU,250.0,2026-09-02
TXN00701,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,RAZORPAY,999.0,2026-08-27
TXN00702,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,RAZORPAY,1200.0,2026-08-28
TXN00703,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,PAYU,1200.0,2026-09-01
TXN00704,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,RAZORPAY,8900.0,2026-08-29
TXN00705,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,RAZORPAY,1500.0,2026-08-27
TXN00706,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,PAYU,250.0,2026-08-30
TXN00707,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,RAZORPAY,499.0,2026-08-27
TXN00708,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,STRIPE,8900.0,2026-08-30
TXN00709,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,STRIPE,1200.0,2026-09-01
TXN00710,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,PAYU,499.0,2026-08-29
TXN00711,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,CASHFREE,4999.0,2026-09-03
TXN00712,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,PAYU,12000.0,2026-09-04
TXN00713,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,PAYU,15000.0,2026-08-27
TXN00714,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,RAZORPAY,12000.0,2026-09-03
TXN00715,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,STRIPE,1200.0,2026-08-27
TXN00716,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,STRIPE,8900.0,2026-09-04
TXN00717,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,PAYU,6500.0,2026-09-01
TXN00718,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,RAZORPAY,999.0,2026-09-03
TXN00719,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,CASHFREE,499.0,2026-08-30
TXN00720,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,RAZORPAY,999.0,2026-09-02
TXN00721,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,PAYU,499.0,2026-08-29
TXN00722,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,CASHFREE,1500.0,2026-09-02
TXN00723,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,RAZORPAY,1500.0,2026-09-04
TXN00724,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,RAZORPAY,4999.0,2026-08-27
TXN00725,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,PAYU,4999.0,2026-09-03
TXN00726,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,STRIPE,3500.0,2026-09-02
TXN00727,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,RAZORPAY,15000.0,2026-09-03
TXN00728,SYSTEMIC,DELAYED,Status: DELAYED across systems.,BANK_DELAY,true,INC-HDF-20260904-03,HDFC_BANK,RAZORPAY,15000.0,2026-09-04
TXN00729,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,RAZORPAY,15000.0,2026-08-27
TXN00730,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,CASHFREE,250.0,2026-09-01
TXN00731,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,CASHFREE,6500.0,2026-08-30
TXN00732,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,RAZORPAY,1500.0,2026-09-02
TXN00733,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,RAZORPAY,499.0,2026-09-02
TXN00734,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,STRIPE,499.0,2026-08-31
TXN00735,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,STRIPE,1500.0,2026-08-29
TXN00736,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,CASHFREE,3500.0,2026-08-29
TXN00737,DUPLICATE,DUPLICATE,Status: DUPLICATE across systems.,DUPLICATE_GATEWAY_RECORD,false,,KOTAK_BANK,STRIPE,2499.0,2026-08-28
TXN00738,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,STRIPE,15000.0,2026-09-01
TXN00739,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,STRIPE,1200.0,2026-08-31
TXN00740,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,PAYU,1200.0,2026-08-29
TXN00741,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,STRIPE,1500.0,2026-08-31
TXN00742,TIMESTAMP_INCONSISTENCY,INCONSISTENT,Status: INCONSISTENT across systems.,TIMESTAMP_INCONSISTENCY,false,,ICICI_BANK,CASHFREE,6500.0,2026-09-03
TXN00743,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,STRIPE,250.0,2026-09-01
TXN00744,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,CASHFREE,1500.0,2026-08-30
TXN00745,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,CASHFREE,15000.0,2026-09-03
TXN00746,SYSTEMIC,DELAYED,Status: DELAYED across systems.,BANK_DELAY,true,INC-HDF-20260904-03,HDFC_BANK,RAZORPAY,10000.0,2026-09-04
TXN00747,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,RAZORPAY,1200.0,2026-08-31
TXN00748,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,CASHFREE,2499.0,2026-08-31
TXN00749,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,RAZORPAY,499.0,2026-08-31
TXN00750,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,PAYU,999.0,2026-09-02
TXN00751,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,STRIPE,3500.0,2026-09-04
TXN00752,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,STRIPE,499.0,2026-08-27
TXN00753,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,PAYU,999.0,2026-09-02
TXN00754,SYSTEMIC,DELAYED,Status: DELAYED across systems.,BANK_DELAY,true,INC-HDF-20260904-03,HDFC_BANK,RAZORPAY,15000.0,2026-09-04
TXN00755,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,PAYU,6500.0,2026-08-28
TXN00756,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,CASHFREE,3500.0,2026-08-28
TXN00757,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,CASHFREE,15000.0,2026-08-29
TXN00758,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,RAZORPAY,2499.0,2026-09-04
TXN00759,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,CASHFREE,4999.0,2026-08-30
TXN00760,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,CASHFREE,499.0,2026-08-27
TXN00761,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,PAYU,8900.0,2026-08-27
TXN00762,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,STRIPE,3500.0,2026-09-01
TXN00763,SYSTEMIC,DELAYED,Status: DELAYED across systems.,BANK_DELAY,true,INC-HDF-20260902-02,HDFC_BANK,RAZORPAY,15000.0,2026-09-02
TXN00764,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,RAZORPAY,8900.0,2026-09-01
TXN00765,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,CASHFREE,4999.0,2026-08-29
TXN00766,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,CASHFREE,499.0,2026-08-28
TXN00767,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,STRIPE,8900.0,2026-08-29
TXN00768,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,CASHFREE,1500.0,2026-08-28
TXN00769,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,PAYU,250.0,2026-09-02
TXN00770,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,PAYU,499.0,2026-08-31
TXN00771,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,CASHFREE,15000.0,2026-08-29
TXN00772,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,CASHFREE,15000.0,2026-09-04
TXN00773,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,CASHFREE,499.0,2026-08-31
TXN00774,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,CASHFREE,12000.0,2026-08-29
TXN00775,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,STRIPE,4999.0,2026-08-30
TXN00776,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,PAYU,1500.0,2026-08-29
TXN00777,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,STRIPE,1200.0,2026-08-28
TXN00778,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,PAYU,3500.0,2026-08-27
TXN00779,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,CASHFREE,4999.0,2026-09-01
TXN00780,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,STRIPE,15000.0,2026-08-27
TXN00781,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,CASHFREE,1500.0,2026-09-01
TXN00782,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,PAYU,1500.0,2026-08-31
TXN00783,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,STRIPE,999.0,2026-09-03
TXN00784,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,STRIPE,499.0,2026-09-03
TXN00785,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,RAZORPAY,15000.0,2026-08-29
TXN00786,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,CASHFREE,1200.0,2026-08-30
TXN00787,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,CASHFREE,1200.0,2026-09-01
TXN00788,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,RAZORPAY,8900.0,2026-08-29
TXN00789,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,STRIPE,15000.0,2026-09-02
TXN00790,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,RAZORPAY,6500.0,2026-08-27
TXN00791,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,CASHFREE,499.0,2026-08-28
TXN00792,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,STRIPE,3500.0,2026-08-28
TXN00793,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,CASHFREE,8900.0,2026-08-27
TXN00794,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,PAYU,15000.0,2026-09-02
TXN00795,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,CASHFREE,12000.0,2026-09-02
TXN00796,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,CASHFREE,1200.0,2026-08-31
TXN00797,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,CASHFREE,1200.0,2026-08-30
TXN00798,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,CASHFREE,1500.0,2026-09-03
TXN00799,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,CASHFREE,15000.0,2026-09-01
TXN00800,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,RAZORPAY,12000.0,2026-09-01
TXN00801,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,PAYU,2499.0,2026-08-31
TXN00802,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,CASHFREE,3500.0,2026-08-27
TXN00803,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,CASHFREE,499.0,2026-09-02
TXN00804,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,RAZORPAY,1500.0,2026-09-04
TXN00805,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,RAZORPAY,8900.0,2026-09-01
TXN00806,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,CASHFREE,499.0,2026-08-30
TXN00807,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,STRIPE,15000.0,2026-08-28
TXN00808,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,STRIPE,250.0,2026-09-02
TXN00809,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,CASHFREE,15000.0,2026-08-31
TXN00810,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,CASHFREE,499.0,2026-08-28
TXN00811,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,RAZORPAY,499.0,2026-08-31
TXN00812,MISSING_BANK,MISSING_DATA,Status: MISSING_DATA across systems.,MISSING_BANK_RECORD,false,,,CASHFREE,2499.0,2026-08-27
TXN00813,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,CASHFREE,15000.0,2026-08-29
TXN00814,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,CASHFREE,3500.0,2026-09-02
TXN00815,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,STRIPE,8900.0,2026-08-28
TXN00816,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,PAYU,3500.0,2026-09-03
TXN00817,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,STRIPE,3500.0,2026-08-27
TXN00818,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,PAYU,8900.0,2026-09-01
TXN00819,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,CASHFREE,999.0,2026-08-31
TXN00820,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,PAYU,12000.0,2026-09-01
TXN00821,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,CASHFREE,4999.0,2026-08-29
TXN00822,SYSTEMIC,DELAYED,Status: DELAYED across systems.,BANK_DELAY,true,INC-HDF-20260904-03,HDFC_BANK,RAZORPAY,10000.0,2026-09-04
TXN00823,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,PAYU,250.0,2026-09-04
TXN00824,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,RAZORPAY,1500.0,2026-09-04
TXN00825,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,RAZORPAY,1500.0,2026-08-29
TXN00826,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,PAYU,3500.0,2026-08-31
TXN00827,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,STRIPE,6500.0,2026-08-29
TXN00828,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,PAYU,12000.0,2026-09-01
TXN00829,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,RAZORPAY,1200.0,2026-09-04
TXN00830,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,STRIPE,8900.0,2026-09-03
TXN00831,MISSING_LEDGER,MISSING_DATA,Status: MISSING_DATA across systems.,MISSING_LEDGER_RECORD,false,,HDFC_BANK,CASHFREE,2499.0,2026-08-28
TXN00832,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,RAZORPAY,8900.0,2026-09-03
TXN00833,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,PAYU,499.0,2026-09-04
TXN00834,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,PAYU,4999.0,2026-08-29
TXN00835,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,CASHFREE,999.0,2026-08-29
TXN00836,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,RAZORPAY,6500.0,2026-08-27
TXN00837,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,CASHFREE,1500.0,2026-08-27
TXN00838,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,STRIPE,6500.0,2026-08-31
TXN00839,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,STRIPE,1200.0,2026-09-03
TXN00840,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,CASHFREE,6500.0,2026-09-01
TXN00841,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,CASHFREE,999.0,2026-09-01
TXN00842,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,STRIPE,1200.0,2026-09-04
TXN00843,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,STRIPE,8900.0,2026-09-03
TXN00844,TIMESTAMP_INCONSISTENCY,INCONSISTENT,Status: INCONSISTENT across systems.,TIMESTAMP_INCONSISTENCY,false,,HDFC_BANK,RAZORPAY,15000.0,2026-08-31
TXN00845,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,RAZORPAY,8900.0,2026-09-02
TXN00846,MISSING_BANK,MISSING_DATA,Status: MISSING_DATA across systems.,MISSING_BANK_RECORD,false,,,CASHFREE,15000.0,2026-09-04
TXN00847,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,RAZORPAY,1500.0,2026-08-30
TXN00848,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,PAYU,499.0,2026-08-27
TXN00849,AMOUNT_MISMATCH,MISMATCH,Status: MISMATCH across systems.,AMOUNT_MISMATCH,false,,AXIS_BANK,STRIPE,2499.0,2026-09-02
TXN00850,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,PAYU,3500.0,2026-09-01
TXN00851,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,CASHFREE,15000.0,2026-08-28
TXN00852,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,CASHFREE,12000.0,2026-09-01
TXN00853,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,CASHFREE,12000.0,2026-08-31
TXN00854,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,CASHFREE,499.0,2026-09-04
TXN00855,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,CASHFREE,6500.0,2026-09-03
TXN00856,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,RAZORPAY,499.0,2026-08-30
TXN00857,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,CASHFREE,12000.0,2026-08-28
TXN00858,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,PAYU,1500.0,2026-09-03
TXN00859,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,STRIPE,3500.0,2026-09-03
TXN00860,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,CASHFREE,1500.0,2026-09-01
TXN00861,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,STRIPE,2499.0,2026-09-03
TXN00862,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,CASHFREE,250.0,2026-09-03
TXN00863,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,CASHFREE,499.0,2026-09-02
TXN00864,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,STRIPE,1500.0,2026-08-28
TXN00865,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,PAYU,4999.0,2026-08-31
TXN00866,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,CASHFREE,4999.0,2026-08-29
TXN00867,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,PAYU,999.0,2026-08-27
TXN00868,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,RAZORPAY,8900.0,2026-08-30
TXN00869,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,RAZORPAY,250.0,2026-08-28
TXN00870,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,PAYU,15000.0,2026-09-01
TXN00871,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,HDFC_BANK,CASHFREE,4999.0,2026-09-01
TXN00872,MISSING_LEDGER,MISSING_DATA,Status: MISSING_DATA across systems.,MISSING_LEDGER_RECORD,false,,ICICI_BANK,CASHFREE,15000.0,2026-08-30
TXN00873,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,STRIPE,3500.0,2026-09-03
TXN00874,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,RAZORPAY,2499.0,2026-08-31
TXN00875,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,AXIS_BANK,STRIPE,1500.0,2026-08-31
TXN00876,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,ICICI_BANK,CASHFREE,3500.0,2026-08-28
TXN00877,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,KOTAK_BANK,STRIPE,1200.0,2026-09-01
TXN00878,NORMAL,SUCCESS,Status: SUCCESS across systems.,,false,,SBI,STRIPE,4999.0,2026-09-02
